,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:CIGL,CIGL,Concorde International Group Ltd,concorde-international-ltd,streaming,stock,['common'],1296.2264150943395,5.66,100,1,false,0,USD,-79.91483321504613,6274819,629157557.48,USD,,,,0.0,Commercial services,Commercial Services,america,,11.709736100655503
1,NASDAQ:MFI,MFI,mF International Limited,,streaming,stock,['common'],697.5077881619937,34.98,100,1,false,0,USD,-86.3359375,129286,424053344.0,USD,,-0.2003,,0.0,Technology services,Technology Services,america,,2.746868472526349
2,NASDAQ:ABVE,ABVE,Above Food Ingredients Inc.,above-food-ingredients,streaming,stock,['common'],450.0,1.55,100,1,false,0,USD,324.6575342465753,448528567,18685025.0,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,,224.20781676134865
3,NASDAQ:QTTB,QTTB,Q32 Bio Inc.,homology-medicines,streaming,stock,['common'],145.45454545454547,3.32,100,1,false,0,USD,119.86754966887416,59599438,18418399.0,USD,,-4.9453,84.78200662227201,0.0,Health technology,Health Technology,america,1.5,354.45748165100264
4,NASDAQ:SAFX,SAFX,"XCF Global, Inc.",,streaming,stock,['common'],111.12883500824161,1.95,100,1,false,0,USD,30.0,117144720,294271255.2,USD,,-0.569,-70.66586682663467,0.0,Finance,Finance,america,,14.575891858954552
5,NASDAQ:MTEN,MTEN,Mingteng International Corporation Inc.,mingteng-international,streaming,stock,['common'],102.83146067415733,17.11,100,1,false,0,USD,56.82859761686525,620826,117025556.0,USD,,-0.117,,0.0,Producer manufacturing,Producer Manufacturing,america,,9.497820702484965
6,NASDAQ:BTOG,BTOG,Bit Origin Limited,bit-origin-limited,streaming,stock,['common'],93.73684210526315,0.29,10000,1,false,0,USD,48.79425346331452,266994223,16881222.883530017,USD,,-1.6986,83.74452121652918,0.0,Consumer non-durables,Consumer Non-Durables,america,,6.54095426130685
7,AMEX:PTHS,PTHS,Pelthos Therapeutics Inc.,,streaming,stock,['common'],86.66666666666667,26.48,100,1,false,0,USD,60.777170613236194,762318,17172306.480000004,USD,,,,0.0,Health technology,Health Technology,america,,3.463275877233471
8,NASDAQ:ICU,ICU,SeaStar Medical Holding Corporation,seastar-medical,streaming,stock,['common'],82.4,0.6139,10000,1,false,0,USD,-14.151866871766181,9330645,9907816.3170186,USD,,-3.2984,86.9718574108818,0.0,Health technology,Health Technology,america,1.0,0.27320468027524863
9,NASDAQ:NTHI,NTHI,"NeOnc Technologies Holdings, Inc.",neonc-technologies,streaming,stock,['common'],78.59860788863112,4.88,100,1,false,0,USD,-18.052057094878258,4255334,92850662.0,USD,,,,0.0,Health technology,Health Technology,america,,51.2803289395988
10,NASDAQ:CGTX,CGTX,"Cognition Therapeutics, Inc.",cognition-therapeutics,streaming,stock,['common'],78.1076923076923,0.6997,10000,1,false,0,USD,31.448431335712947,245544395,43376533.77907195,USD,,-0.7276,20.706190061028764,0.0,Health technology,Health Technology,america,1.0,31.16195222925486
11,NASDAQ:COOT,COOT,Australian Oilseeds Holdings Limited,australian-oilseeds-limited,streaming,stock,['common'],74.22429906542055,0.6022,10000,1,false,0,USD,0.3666666666666633,9558021,16800499.784333333,USD,,,,0.0,Finance,Finance,america,,255.04038530812642
12,NASDAQ:ANTE,ANTE,AirNet Technology Inc.,airnet-technology,streaming,stock,['common'],72.27754069859333,1.04,100,1,false,0,USD,51.16279069767443,843674,31083780.000000004,USD,3.297400126823082,0.3154,,0.0,Commercial services,Commercial Services,america,,15.249858107057772
13,NASDAQ:MB,MB,MasterBeef Group,masterbeef,streaming,stock,['common'],68.62004791648839,11.15,100,1,false,0,USD,12.0603015075377,345766,191278250.0,USD,45.08693894055803,0.2473,,0.0,Consumer services,Consumer Services,america,,2.075209431908072
14,AMEX:SGN,SGN,"Signing Day Sports, Inc.",signing-day-sports,streaming,stock,['common'],68.253052591097,1.23,100,1,false,0,USD,9.821428571428559,19920164,4794270.9375,USD,,-12.7143,47.50777208490048,0.0,Technology services,Technology Services,america,,61.38831363499647
15,NASDAQ:DALN,DALN,DallasNews Corporation - Series A,dallasnews,streaming,stock,['common'],68.07407407407408,13.56,100,1,false,0,USD,208.8838268792711,4528829,23497484.0,USD,2.437270831835502,5.5636,,0.0,Consumer services,Consumer Services,america,,90.31394704200186
16,AMEX:CLDI,CLDI,"Calidi Biotherapeutics, Inc.",first-light-acquisition,streaming,stock,['common'],66.66666666666667,0.998,10000,1,false,0,USD,42.571428571428584,117257478,34451534.56285714,USD,,-1.842,81.7339825272949,0.0,Health technology,Health Technology,america,1.0,1.740557871632239
17,NASDAQ:GIBO,GIBO,GIBO Holdings Limited,gibo-limited,streaming,stock,['common'],64.30205949656751,0.0489,10000,1,false,0,USD,44.674556213017766,1061564902,9775328.9742,USD,,,,0.0,Technology services,Technology Services,america,,13.76207215474679
18,NASDAQ:YSXT,YSXT,"YSX Tech. Co., Ltd",ysx-tech-co-ltd,streaming,stock,['common'],63.20474777448071,4.875,100,1,false,0,USD,-10.220994475138117,1413550,113343750.0,USD,,,,0.0,Finance,Finance,america,,2.6555339200287054
19,NASDAQ:TLIH,TLIH,Ten-League International Holdings Limited,,streaming,stock,['common'],62.53521126760563,4.54,100,1,false,0,USD,-10.453648915187381,1192728,133495717.21999998,USD,90.98196392785572,0.0499,,0.0,Distribution services,Distribution Services,america,,
