,ticker,name,description,logoid,update_mode,type,typespecs,cash_n_short_term_invest_fq,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NYSE:BRK.A,BRK.A,Berkshire Hathaway Inc.,berkshire-hathaway,delayed_streaming_900,stock,['common'],347681000000.0,USD,710978.5,100,1,false,0,USD,0.16321039136682539,240,1022797033214.1179,12.63076609199112,56289.4202,10.765466166805247,0.0,Finance,Finance,america,1.666667,0.6083650190114068
1,NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",amazon,delayed_streaming_900,stock,['common'],98251000000.0,USD,226.13,100,1,false,0,USD,1.0050026800071468,37833799,2400675631186.5933,36.88124867483241,6.1313,72.19850586979723,0.0,Retail trade,Retail Trade,america,1.098592,1.0143812756394124
2,NASDAQ:GOOG,GOOG,Alphabet Inc.,alphabet,delayed_streaming_900,stock,['common'],95328000000.0,USD,185.94,100,1,false,0,USD,0.6713589604764533,21033266,2248854577220.1196,20.73533839617276,8.9673,37.528948054537366,0.438548998375744,Technology services,Technology Services,america,1.222222,0.930454429691624
3,NASDAQ:MSFT,MSFT,Microsoft Corporation,microsoft,delayed_streaming_900,stock,['common'],79618000000.0,USD,510.05,100,1,false,0,USD,-0.32245456322063265,21209656,3790969129743.6724,39.41471029164027,12.9406,12.125255606002842,0.633183505960524,Technology services,Technology Services,america,1.146154,1.4039215905878086
4,NASDAQ:IBKR,IBKR,"Interactive Brokers Group, Inc.",interactive-brokers-group,delayed_streaming_900,stock,['common'],72067000000.0,USD,64.05,100,1,false,0,USD,7.773851590106003,15013991,27915278466.731445,35.36329505300353,1.8112,23.648279628618226,0.450109372370856,Finance,Finance,america,1.4,2.921356165403884
5,NASDAQ:META,META,"Meta Platforms, Inc.",meta-platforms,delayed_streaming_900,stock,['common'],70301000000.0,USD,704.28,100,1,false,0,USD,0.40917580302533535,12779640,1770664049880.9883,27.471447294514135,25.6368,47.260915268451576,0.292268430732382,Technology services,Technology Services,america,1.219178,1.236141393371207
6,NYSE:SCHW,SCHW,Charles Schwab Corporation (The),schwab,delayed_streaming_900,stock,['common'],60687000000.0,USD,95.8,100,1,false,0,USD,2.90010741138561,23553975,174065755423.25674,29.12296701626387,3.2895,37.68206931190355,1.11707841031149,Finance,Finance,america,1.326087,3.073408399701662
7,NASDAQ:NVDA,NVDA,NVIDIA Corporation,nvidia,delayed_streaming_900,stock,['common'],53691000000.0,USD,172.41,100,1,false,0,USD,-0.3410404624277476,146453845,4206804000000.0,55.535512965050735,3.1045,81.60280783854927,0.023121387283237,Electronic technology,Electronic Technology,america,1.186567,0.8853146440615134
8,NASDAQ:AAPL,AAPL,Apple Inc.,apple,delayed_streaming_900,stock,['common'],48498000000.0,USD,211.18,100,1,false,0,USD,0.5523283496809811,48974436,3154147835141.8315,32.95619469717068,6.4079,-0.35609877464701006,0.480906580325683,Electronic technology,Electronic Technology,america,1.5,1.118935662994511
9,NASDAQ:TSLA,TSLA,"Tesla, Inc.",tesla,delayed_streaming_900,stock,['common'],37411000000.0,USD,329.65,100,1,false,0,USD,3.2059108982185753,94250908,1060324870823.6243,181.28574571051473,1.8184,-53.531636512317284,0.0,Consumer durables,Consumer Durables,america,1.8,1.0729070861658887
