,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:ZBAI,ZBAI,ATIF Holdings Limited,,delayed_streaming_900,stock,['common'],2055.090909090909,6.08,100,1,false,0,USD,-94.65676762563626,139097,7984998.000000001,USD,,-7.0742,25.393376924699425,0.0,Finance,Finance,america,,7.679090634729505
1,NASDAQ:EVTV,EVTV,"Envirotech Vehicles, Inc.",,delayed_streaming_900,stock,['common'],1024.3749999999998,1.78,100,1,false,0,USD,-90.10561423012784,215486,6230000.0,USD,,-9.0279,8.334094855158533,0.0,Producer manufacturing,Producer Manufacturing,america,,1.05871233644104
2,NASDAQ:DKI,DKI,DARKIRIS INC,,delayed_streaming_900,stock,['common'],206.1224489795918,5.48,100,1,false,0,USD,,1993456,,USD,,,,,Miscellaneous,Miscellaneous,america,,
3,NASDAQ:TPIC,TPIC,"TPI Composites, Inc.",tpi-composites,delayed_streaming_900,stock,['common'],124.62084543401099,0.3202,10000,1,false,0,USD,-54.000861945122836,23592647,15577735.0,USD,,-4.7698,-3.5404953654459814,0.0,Producer manufacturing,Producer Manufacturing,america,2.142857,62.776487561325936
4,NASDAQ:FGF,FGF,Fundamental Global Inc.,fg-financial-800-cumulative-series-a-preferred-stock,delayed_streaming_900,stock,['common'],106.6857142857143,18.78,100,1,false,0,USD,-48.078518108930055,695110,24950243.0,USD,4.938985903639807,3.8024,,0.0,Finance,Finance,america,,1.3444857053496841
5,NASDAQ:LGVN,LGVN,Longeveron Inc.,longeveron,delayed_streaming_900,stock,['common'],100.63191153238547,0.6779,10000,1,false,0,USD,-46.622047244094496,8598913,10289557.0,USD,,-2.7746,71.16489820521082,0.0,Health technology,Health Technology,america,1.0,42.26247330615414
6,AMEX:PAPL,PAPL,Pineapple Financial Inc.,,delayed_streaming_900,stock,['common'],98.19784172661872,4.9,100,1,false,0,USD,73.75886524822697,75254363,,USD,,-8.126,4.264844486333649,0.0,Finance,Finance,america,,21.3576420577606
7,NASDAQ:ORIS,ORIS,Oriental Rise Holdings Limited,oriental-rise-limited,delayed_streaming_900,stock,['common'],93.3123524783635,0.1355,10000,1,false,0,USD,50.388457269700346,838270210,2982693.75,USD,0.7616638560989321,0.1779,-97.2930614729154,0.0,Consumer non-durables,Consumer Non-Durables,america,,34.46569520770636
8,NASDAQ:BIVI,BIVI,BioVie Inc.,,delayed_streaming_900,stock,['common'],91.44736842105263,1.67,100,1,false,0,USD,-42.611683848797256,4160046,3106343.9999999995,USD,,-21.0395,78.12032029950082,0.0,Health technology,Health Technology,america,1.0,34.16280696913556
9,NASDAQ:SMX,SMX,SMX (Security Matters) Public Limited Company,,delayed_streaming_900,stock,['common'],78.09647424303677,6.51,100,1,false,0,USD,33.40163934426229,8762452,8369999.0,USD,,-23763.9009,98.98726507963363,0.0,Technology services,Technology Services,america,,3.4151571515129917
10,NASDAQ:SRTS,SRTS,"Sensus Healthcare, Inc.",sensus-healthcare,delayed_streaming_900,stock,['common'],72.5806451612903,3.465,100,1,false,0,USD,-35.23364485981308,1190232,56982048.0,USD,,-0.0526,-112.89847964688573,0.0,Health technology,Health Technology,america,1.0,8.214864488058328
11,NASDAQ:TTD,TTD,"The Trade Desk, Inc.",the-trade-desk,delayed_streaming_900,stock,['common'],66.09627679578789,54.23,100,1,false,0,USD,-38.605230386052305,105356906,26514416706.0,USD,65.38461538461537,0.8294,63.65430149960536,0.0,Technology services,Technology Services,america,1.488095,11.087282692190849
12,NASDAQ:FNKO,FNKO,"Funko, Inc.",funko,delayed_streaming_900,stock,['common'],64.86486486486486,2.46,100,1,false,0,USD,-32.786885245901644,10416530,135140981.0,USD,,-1.2076,-38.10612991765783,0.0,Consumer durables,Consumer Durables,america,1.333333,9.1310954697046
