,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:SMX,SMX,SMX (Security Matters) Public Limited Company,,delayed_streaming_900,stock,['common'],657.9239175257732,4.88,100,1,false,0,USD,-86.72445157430866,292134,18271531.0,USD,,-23763.9009,98.98726507963363,0.0,Technology services,Technology Services,america,,0.11268037727393691
1,NASDAQ:GDHG,GDHG,Golden Heaven Group Holdings Ltd.,golden-heaven-ltd,delayed_streaming_900,stock,['common'],324.31249999999994,0.4505,10000,1,false,0,USD,-24.91666666666666,3222315,17110428.48666667,USD,,-67.047,-265.08956602031395,0.0,Industrial services,Industrial Services,america,,2.882012961708661
2,NASDAQ:IMG,IMG,CIMG Inc.,nuzee,delayed_streaming_900,stock,['common'],131.98391420911528,0.427,10000,1,false,0,USD,113.49999999999997,708096241,7279484.0,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,,243.14383488382273
3,NASDAQ:PALI,PALI,"Palisade Bio, Inc.",palisade-bio,delayed_streaming_900,stock,['common'],124.87868386791335,0.8784,10000,1,false,0,USD,-12.160000000000004,94970377,4212495.4464,USD,,-8.9004,63.974888792646354,0.0,Health technology,Health Technology,america,1.0,110.80194764246662
4,NASDAQ:YHC,YHC,LQR House Inc.,lqr-house,delayed_streaming_900,stock,['common'],93.47826086956522,1.07,100,1,false,0,USD,-10.833333333333325,118705357,1141514.3416666668,USD,,-129.6442,85.61800101127781,0.0,Commercial services,Commercial Services,america,,98.77128656068024
5,NASDAQ:LZMH,LZMH,LZ Technology Holdings Limited,lz-technology-limited,delayed_streaming_900,stock,['common'],87.61702127659574,3.76,100,1,false,0,USD,44.6153846153846,3229726,571783200.0,USD,,,,0.0,Commercial services,Commercial Services,america,,11.28896684257511
6,NASDAQ:CREG,CREG,Smart Powerr Corp.,smart-powerr,delayed_streaming_900,stock,['common'],86.42857142857143,1.62,100,1,false,0,USD,4.5161290322580685,63429305,4304564.70967742,USD,,-2.345,-99.3369602176131,0.0,Utilities,Utilities,america,,25.969925734943033
7,NASDAQ:BRLT,BRLT,"Brilliant Earth Group, Inc.",brilliant-earth,delayed_streaming_900,stock,['common'],83.84472049689442,1.9,100,1,false,0,USD,37.68115942028986,60175124,188692230.00000003,USD,,-0.2111,-2738.7500000000005,0.0,Retail trade,Retail Trade,america,1.833333,2031.1455400962661
8,NASDAQ:SABR,SABR,Sabre Corporation,sabre,delayed_streaming_900,stock,['common'],73.41040462427746,1.93,100,1,false,0,USD,-35.66666666666667,71413025,748466639.5699998,USD,,-0.4515,68.76297218762973,0.0,Technology services,Technology Services,america,1.642857,18.7295736699104
9,NASDAQ:KAVL,KAVL,"Kaival Brands Innovations Group, Inc.",kaival-brands-innovations,delayed_streaming_900,stock,['common'],65.2078337330136,0.658,10000,1,false,0,USD,38.90648089508128,120950270,7594834.080641757,USD,,-1.1628,59.46596019102729,0.0,Distribution services,Distribution Services,america,,561.4094199602304
10,NASDAQ:IXHL,IXHL,Incannex Healthcare Inc.,incannex-healthcare,delayed_streaming_900,stock,['common'],62.55189593135897,0.4625,10000,1,false,0,USD,34.05797101449277,296411047,43334106.41304348,USD,,-1.2508,-3384.1225626740943,0.0,Health technology,Health Technology,america,,1.411315136308799
11,NASDAQ:WYFI,WYFI,WHITEFIBER INC,,delayed_streaming_900,stock,['common'],58.84955752212389,16.22,100,1,false,0,USD,,14776597,,USD,,,,,Technology services,Technology Services,america,,
12,NASDAQ:PAVM,PAVM,PAVmed Inc.,pavmed,delayed_streaming_900,stock,['common'],57.89473684210526,0.4101,10000,1,false,0,USD,-11.654459284791034,383243,7092523.128392934,USD,0.58071367884452,0.7062,,0.0,Health technology,Health Technology,america,1.0,3.764296238090557
13,NASDAQ:SORA,SORA,Top Win International Limited,top-win-international-limited,delayed_streaming_900,stock,['common'],56.42633228840126,3.57,100,1,false,0,USD,-26.543209876543216,99760,88764479.99999999,USD,,,,0.0,Distribution services,Distribution Services,america,,1.8293510351530267
14,NASDAQ:MSGY,MSGY,Masonglory Limited,,delayed_streaming_900,stock,['common'],50.26227390180878,11.43,100,1,false,0,USD,7.525870178739407,156187,162591749.99999997,USD,,,,0.0,Industrial services,Industrial Services,america,,1.0047352572419974
15,NASDAQ:SEAT,SEAT,Vivid Seats Inc.,,delayed_streaming_900,stock,['common'],49.128919860627185,17.93,100,1,false,0,USD,-30.1791277258567,1137376,1482739472.0073986,USD,,-21.6736,-1604.16732190596,0.0,Consumer services,Consumer Services,america,1.772727,4.917635966326669
16,NASDAQ:ADVB,ADVB,Advanced Biomed Inc.,advanced-biomed,delayed_streaming_900,stock,['common'],48.36279339321935,0.3801,10000,1,false,0,USD,5.000000000000002,12234632,8225364.0,USD,,,,0.0,Health technology,Health Technology,america,,3.9721718186922232
17,NASDAQ:MXCT,MXCT,"MaxCyte, Inc.",maxcyte,delayed_streaming_900,stock,['common'],47.826086956521756,1.43,100,1,false,0,USD,-29.90196078431373,3156457,152035501.96568626,USD,,-0.4233,-24.207746478873247,0.0,Health technology,Health Technology,america,1.142857,7.744585892712776
18,NASDAQ:SANA,SANA,"Sana Biotechnology, Inc.",sana-biotechnology,delayed_streaming_900,stock,['common'],47.56944444444444,2.97,100,1,false,0,USD,-30.117647058823525,31399384,669899461.1294117,USD,,-0.8846,42.122481025909444,0.0,Health technology,Health Technology,america,1.166667,7.6565248721969255
19,NASDAQ:BINI,BINI,"Bollinger Innovations, Inc.",mullen-automotive,delayed_streaming_900,stock,['common'],47.02970297029704,2.14,100,1,false,0,USD,-27.946127946127948,4306470,3278907.9999999995,USD,,-126251461526.239,99.3037844776171,0.0,Technology services,Technology Services,america,,3.525605178532198
20,NASDAQ:BTOG,BTOG,Bit Origin Limited,bit-origin-limited,delayed_streaming_900,stock,['common'],46.935111567068475,0.427,10000,1,false,0,USD,28.07438512297541,134060557,24856143.875224955,USD,,-1.6986,83.74452121652918,0.0,Consumer non-durables,Consumer Non-Durables,america,,12.867417497098435
21,NASDAQ:CASK,CASK,"Heritage Distilling Holding Company, Inc.",heritage-distilling-company,delayed_streaming_900,stock,['common'],46.735653809971794,0.7221,10000,1,false,0,USD,34.19438766028618,6841272,,USD,,,,,Consumer non-durables,Consumer Non-Durables,america,,0.7501678435185559
22,NASDAQ:CDLX,CDLX,"Cardlytics, Inc. Common Stock",cardlytics,delayed_streaming_900,stock,['common'],46.66666666666667,1.3,100,1,false,0,USD,-26.136363636363637,4873486,68253108.92045455,USD,,-3.6397,5.09009361391432,0.0,Technology services,Technology Services,america,2.083333,4.390156148938739
23,NYSE:RDW,RDW,Redwire Corporation,redwire,delayed_streaming_900,stock,['common'],45.66719829877725,9.47,100,1,false,0,USD,-30.875912408759117,19921219,1350191704.8072996,USD,,-3.2512,-230.67534580960128,0.0,Electronic technology,Electronic Technology,america,1.125,5.183175940857336
24,NASDAQ:AVAH,AVAH,Aveanna Healthcare Holdings Inc.,aveanna-healthcare,delayed_streaming_900,stock,['common'],44.252873563218394,5.81,100,1,false,0,USD,49.35732647814908,14408460,1133495337.9511566,USD,333.9080459770115,0.0174,,0.0,Health services,Health Services,america,2.0,40.074416772866414
