,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basicfundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
24,NASDAQ:FLL,FLL,"Full House Resorts, Inc.",full-house-resorts,streaming,stock,['common'],,3.61,100,1,false,0,USD,-17.954545454545464,522745,,-1.1484,-41.76027650907296,0.0,Consumer services,Consumer Services,america,1.2,4.066798039827384
25,NYSE:UA,UA,"Under Armour, Inc.",under-armour,streaming,stock,['common'],,5.19,100,1,false,0,USD,-17.22488038277511,21853296,22.50650477016479,0.2306,,0.0,Consumer non-durables,Consumer Non-Durables,america,1.944444,9.023725266901975
26,NASDAQ:NRDS,NRDS,"NerdWallet, Inc.",nerdwallet,streaming,stock,['common'],,9.18,100,1,false,0,USD,-17.148014440433215,2328029,14.77071600965406,0.6215,,0.0,Technology services,Technology Services,america,1.357143,5.5161701385565065
27,NASDAQ:UEIC,UEIC,Universal Electronics Inc.,universal-electronics,streaming,stock,['common'],,5.0,100,1,false,0,USD,-17.081260364842457,234766,,-1.2524,62.668415404793144,0.0,Consumer durables,Consumer Durables,america,1.5,6.170064022371036
28,NASDAQ:RSLS,RSLS,"ReShape Lifesciences, Inc.",reshape-lifesciences,streaming,stock,['common'],,2.24,100,1,false,0,USD,-17.037037037037035,381750,,-210.7045,93.5828369680999,0.0,Health technology,Health Technology,america,,1.3400562560355187
29,NASDAQ:ANTE,ANTE,AirNet Technology Inc.,airnet-technology,streaming,stock,['common'],,2.34,100,1,false,0,USD,-17.02127659574468,190970,7.419150285351933,0.3154,,0.0,Commercial services,Commercial Services,america,,0.7254332010381023
30,NASDAQ:FLY,FLY,Firefly Aerospace Inc.,,streaming,stock,['common'],,50.17,100,1,false,0,USD,-16.868268434134215,8575827,,,,0.0,Electronic technology,Electronic Technology,america,,
31,NYSE:MTW,MTW,"Manitowoc Company, Inc. (The)",manitowoc-company-the,streaming,stock,['common'],,10.45,100,1,false,0,USD,-16.466826538768988,848222,8.310800063623349,1.2574,435.06382978723417,0.0,Producer manufacturing,Producer Manufacturing,america,2.0,4.484625145394945
32,NASDAQ:GEOS,GEOS,Geospace Technologies Corporation,geospace-technologies,streaming,stock,['common'],,14.49,100,1,false,0,USD,-16.33949191685912,430089,,-1.061,-233.9139214943834,0.0,Industrial services,Industrial Services,america,,1.426220783032148
33,NASDAQ:VEEE,VEEE,Twin Vee PowerCats Co.,twin-vee-powercats-co,streaming,stock,['common'],,2.1,100,1,false,0,USD,-16.334661354581662,189071,,-8.0986,17.299621146364135,0.0,Consumer durables,Consumer Durables,america,,0.918570405544721
34,NYSE:AMBC,AMBC,"Ambac Financial Group, Inc.",ambac-financial,streaming,stock,['common'],,6.94,100,1,false,0,USD,-16.28468033775632,2736080,,-0.3061,-119.39182768451062,0.0,Finance,Finance,america,1.0,4.454029443920265
35,NYSE:TGE,TGE,The Generation Essentials Group,the-generation-essentials,streaming,stock,['common'],,3.72,100,1,false,0,USD,-16.02708803611737,70270,,,,,Finance,Finance,america,,1.6119893283416031
36,NYSE:SLVM,SLVM,Sylvamo Corporation,sylvamo,streaming,stock,['common'],,40.4,100,1,false,0,USD,-15.551839464882953,1240952,7.752235483747169,5.2114,-5.878740811645504,4.45544554455446,Process industries,Process Industries,america,1.833333,3.8527814214860636
37,NASDAQ:VERB,VERB,"Verb Technology Company, Inc.",verb-technology-company,streaming,stock,['common'],,16.8,100,1,false,0,USD,-14.979757085020246,733940,,-11.5881,93.90920654276343,0.0,Technology services,Technology Services,america,1.0,0.19578829223145927
38,NASDAQ:CHYM,CHYM,"Chime Financial, Inc.",chime-financial-inc,streaming,stock,['common'],,28.89,100,1,false,0,USD,-14.678086237448312,7241364,,-2.6046,-829.8821849339522,0.0,Technology services,Technology Services,america,1.428571,4.093968504090145
39,NASDAQ:SUPX,SUPX,Super X AI Technology Limited,junee-limited,streaming,stock,['common'],,23.16,100,1,false,0,USD,-13.967310549777123,227449,,,,0.0,Commercial services,Commercial Services,america,,0.28165419474036807
40,NASDAQ:QTRX,QTRX,Quanterix Corporation,quanterix,streaming,stock,['common'],,4.75,100,1,false,0,USD,-13.79310344827586,1912257,,-1.8201,-96.95920354939942,0.0,Health technology,Health Technology,america,1.75,3.1707986801831987
41,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,streaming,stock,['common'],,34.65,100,1,false,0,USD,-13.59102244389028,28909,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.166667,1.6593101944060216
42,NASDAQ:AEYE,AEYE,"AudioEye, Inc.",audioeye,streaming,stock,['common'],,10.1,100,1,false,0,USD,-13.37907375643225,500650,,-0.3414,-16.24106230847803,0.0,Technology services,Technology Services,america,1.0,3.3194319206492335
43,NASDAQ:CCOI,CCOI,"Cogent Communications Holdings, Inc.",cogent-communications-holdings,streaming,stock,['common'],,30.62,100,1,false,0,USD,-13.355970571590273,5257347,,-4.5481,-601.1128250330543,13.0470280862182,Communications,Communications,america,1.571429,4.78002385580901
44,NYSE:KOP,KOP,Koppers Holdings Inc.,koppers-koppers,streaming,stock,['common'],,28.84,100,1,false,0,USD,-13.315299068229644,405339,40.47151277013752,0.7126,-80.45314900153609,1.04022191400832,Process industries,Process Industries,america,1.0,3.998632723484602
45,NASDAQ:ICUI,ICUI,"ICU Medical, Inc.",icu-medical,streaming,stock,['common'],,112.85,100,1,false,0,USD,-13.132168424293745,1173302,,-1.523,47.84960964251472,0.0,Health technology,Health Technology,america,1.2,4.965098796114763
46,AMEX:CLDI,CLDI,"Calidi Biotherapeutics, Inc.",,streaming,stock,['common'],,5.01,100,1,false,0,USD,-13.020833333333334,166271,,-7.3388,91.4576116512087,0.0,Health technology,Health Technology,america,1.0,0.09722605013287354
47,NASDAQ:SNES,SNES,"SenesTech, Inc.",senestech,streaming,stock,['common'],,4.69,100,1,false,0,USD,-12.987012987012974,457400,,-5.4454,91.74338913148958,0.0,Process industries,Process Industries,america,1.0,2.648046588020339
48,NASDAQ:SLDP,SLDP,"Solid Power, Inc.",solid-power,streaming,stock,['common'],,3.9,100,1,false,0,USD,-12.94642857142858,12684217,,-0.5194,-19.26521239954075,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,1.0322738175509378
49,NYSE:MNTN,MNTN,"MNTN, Inc.",mntn,streaming,stock,['common'],,21.83,100,1,false,0,USD,-12.610088070456374,1472781,,-1.0307,-59.77367849945744,0.0,Technology services,Technology Services,america,1.333333,1.5807673260366084
50,NASDAQ:ATNF,ATNF,180 Life Sciences Corp.,180-life-sciences,streaming,stock,['common'],,3.0,100,1,false,0,USD,-12.53644314868805,7335719,,-5.692,80.01846501651671,0.0,Health technology,Health Technology,america,,1.653302261960092
51,NYSE:GRND,GRND,Grindr Inc.,grindr,streaming,stock,['common'],,15.69,100,1,false,0,USD,-12.297372833985472,6528207,,-0.3934,10.489192263936285,0.0,Technology services,Technology Services,america,1.125,3.213367638357966
52,NYSE:VOYG,VOYG,"Voyager Technologies, Inc.",,streaming,stock,['common'],,30.8,100,1,false,0,USD,-11.974849957130612,2113039,,,,0.0,Technology services,Technology Services,america,1.285714,2.0744468211186375
53,NYSE:SMR,SMR,NuScale Power Corporation,nuscale-power,streaming,stock,['common'],,39.35,100,1,false,0,USD,-11.929274843330345,21722934,,-1.191,-17.224409448818903,0.0,Producer manufacturing,Producer Manufacturing,america,1.653846,1.6248201953310129
54,NASDAQ:SNGX,SNGX,"Soligenix, Inc.",soligenix,streaming,stock,['common'],,2.9,100,1,false,0,USD,-11.854103343465049,1018935,,-4.3358,63.381923213350674,0.0,Health technology,Health Technology,america,1.0,0.02314306469614453
55,NASDAQ:AEHL,AEHL,Antelope Enterprise Holdings Limited,antelope-enterprise-limited,streaming,stock,['common'],,2.14,100,1,false,0,USD,-11.387163561076601,274640,,-42.4328,71.97610564238376,0.0,Producer manufacturing,Producer Manufacturing,america,,0.22916136818615446
56,NASDAQ:STFS,STFS,Star Fashion Culture Holdings Limited,star-fashion-culture-limited,streaming,stock,['common'],,2.11,100,1,false,0,USD,-11.344537815126051,3231864,297.18309859154925,0.0071,-92.84994964753274,0.0,Commercial services,Commercial Services,america,,1.4746821508724468
57,NYSE:GDDY,GDDY,GoDaddy Inc.,godaddy,streaming,stock,['common'],,133.35,100,1,false,0,USD,-11.247920133111485,5239489,23.763699545576046,5.6115,-55.11877149484123,0.0,Technology services,Technology Services,america,1.545455,2.631372006622865
58,NASDAQ:EDIT,EDIT,"Editas Medicine, Inc.",editas-medicine,streaming,stock,['common'],,2.21,100,1,false,0,USD,-11.244979919678725,2274901,,-3.0428,-44.695420609634326,0.0,Health technology,Health Technology,america,1.785714,1.265528079451697
59,NASDAQ:NFE,NFE,New Fortress Energy Inc.,new-fortress-energy-llc,streaming,stock,['common'],,2.72,100,1,false,0,USD,-11.111111111111107,9468422,,-2.2557,-202.849717308043,14.7058823529412,Utilities,Utilities,america,1.666667,0.952686081217658
60,NASDAQ:PDFS,PDFS,"PDF Solutions, Inc.",pdf-solutions,streaming,stock,['common'],,19.73,100,1,false,0,USD,-11.045987376014423,958515,905.045871559633,0.0218,,0.0,Technology services,Technology Services,america,1.25,4.1646281959816855
61,NASDAQ:PXS,PXS,Pyxis Tankers Inc.,pyxis-tankers,streaming,stock,['common'],,2.67,100,1,false,0,USD,-11.000000000000004,86781,,-0.0348,-101.27248793330408,0.0,Transportation,Transportation,america,1.0,4.850295385062514
62,NASDAQ:CDIO,CDIO,Cardio Diagnostics Holdings Inc.,cardio-diagnostics,streaming,stock,['common'],,3.45,100,1,false,0,USD,-10.852713178294572,72559,,-5.4045,59.11102704747494,0.0,Health technology,Health Technology,america,,2.0422989126916473
63,NASDAQ:TBRG,TBRG,"TruBridge, Inc.",computer-programs-and-systems,streaming,stock,['common'],,18.91,100,1,false,0,USD,-10.759792354884384,338380,,-0.844,77.04837788594894,0.0,Health services,Health Services,america,1.5,2.5224961962773094
64,NASDAQ:CELZ,CELZ,"Creative Medical Technology Holdings, Inc.",creative-medical-technology,streaming,stock,['common'],,3.33,100,1,false,0,USD,-10.72386058981233,163553,,-3.1748,21.902981403128997,0.0,Health technology,Health Technology,america,1.0,1.4458707907632165
65,NASDAQ:GRPN,GRPN,"Groupon, Inc.",groupon,streaming,stock,['common'],,32.98,100,1,false,0,USD,-10.599078341013835,2428911,,-0.2647,76.98260869565217,0.0,Retail trade,Retail Trade,america,1.666667,1.483974322943218
66,NASDAQ:PSKY,PSKY,Paramount Skydance Corporation,,streaming,stock,['common'],,10.51,100,1,false,0,USD,-10.477001703577518,39966472,,-0.0253,99.70087491132655,1.90294957183635,Commercial services,Commercial Services,america,2.288462,
67,NASDAQ:SSP,SSP,E.W. Scripps Company (The),scripps-ew-company,streaming,stock,['common'],,2.52,100,1,false,0,USD,-10.320284697508898,1817478,5.183052241875771,0.4862,,0.0,Consumer services,Consumer Services,america,1.8,3.3148254100903682
68,NYSE:PINS,PINS,"Pinterest, Inc.",pinterest,streaming,stock,['common'],,35.13,100,1,false,0,USD,-10.31401582844013,37478576,12.558089654679346,2.7974,916.497093023256,0.0,Technology services,Technology Services,america,1.255814,3.446819454797839
69,NASDAQ:JSPR,JSPR,"Jasper Therapeutics, Inc.",jasper-therapeutics,streaming,stock,['common'],,2.45,100,1,false,0,USD,-10.256410256410248,591524,,-5.25,6.285143071348245,0.0,Health technology,Health Technology,america,1.4,2.0685007911738222
70,NYSE:MODG,MODG,Topgolf Callaway Brands Corp.,callaway-golf-company,streaming,stock,['common'],,8.6,100,1,false,0,USD,-10.041841004184109,3343999,,-8.1323,-8901.190476190477,0.0,Consumer durables,Consumer Durables,america,1.75,0.9900073765045363
71,NASDAQ:FTCI,FTCI,"FTC Solar, Inc.",ftc-solar,streaming,stock,['common'],,4.57,100,1,false,0,USD,-10.039370078740154,103420,,-3.6369,8.526371387610363,0.0,Technology services,Technology Services,america,1.666667,0.6100438391588923
72,NASDAQ:PTCT,PTCT,"PTC Therapeutics, Inc.",ptc-therapeutics,streaming,stock,['common'],,45.38,100,1,false,0,USD,-9.888800635424934,2363023,6.506932794195667,6.9741,,0.0,Health technology,Health Technology,america,1.441176,1.6697180118918378
73,NASDAQ:RPD,RPD,"Rapid7, Inc.",rapid7,streaming,stock,['common'],,17.875,100,1,false,0,USD,-9.813319878910193,2167531,42.793871199425425,0.4177,,0.0,Technology services,Technology Services,america,1.730769,2.799909629122881
74,NASDAQ:OM,OM,"Outset Medical, Inc.",outset-medical,streaming,stock,['common'],,12.8,100,1,false,0,USD,-9.73201692524682,456020,,-20.2988,56.932386214154164,0.0,Health technology,Health Technology,america,1.4,1.0868044607553298
75,NASDAQ:YSXT,YSXT,"YSX Tech. Co., Ltd",ysx-tech-co-ltd,streaming,stock,['common'],,2.555,100,1,false,0,USD,-9.717314487632505,170356,14.23398328690808,0.1795,,0.0,Finance,Finance,america,,1.3894838496033566
76,NYSE:VG,VG,"Venture Global, Inc.",venture-global,streaming,stock,['common'],,12.35,100,1,false,0,USD,-9.656181419166058,9575322,,,,0.0,Industrial services,Industrial Services,america,1.566667,1.5239185495711647
77,AMEX:CVM,CVM,Cel-Sci Corporation,cel-sci,streaming,stock,['common'],,7.44,100,1,false,0,USD,-9.59902794653706,420060,,-12.2634,35.03385143511013,0.0,Health technology,Health Technology,america,,0.676218226307571
78,NASDAQ:LZMH,LZMH,LZ Technology Holdings Limited,lz-technology-limited,streaming,stock,['common'],,3.4,100,1,false,0,USD,-9.57446808510638,879556,,,,0.0,Commercial services,Commercial Services,america,,1.4857999843574397
79,NASDAQ:OS,OS,"OneStream, Inc.",onestream,streaming,stock,['common'],,20.12,100,1,false,0,USD,-9.450945094509441,5358342,,-1.4942,-3760.981912144703,0.0,Technology services,Technology Services,america,1.166667,4.119252038315363
80,NASDAQ:ATNI,ATNI,"ATN International, Inc.",atn-international,streaming,stock,['common'],,15.05,100,1,false,0,USD,-9.39193257074051,32088,,-3.2654,-321.23323013415893,6.61129568106312,Communications,Communications,america,1.0,0.934804331423211
81,NYSE:SPCE,SPCE,"Virgin Galactic Holdings, Inc.",virgin-galactic,streaming,stock,['common'],,3.1,100,1,false,0,USD,-9.356725146198826,4368232,,-9.0485,55.26944124495152,0.0,Electronic technology,Electronic Technology,america,1.9375,1.430353193994381
82,NASDAQ:CXDO,CXDO,"Crexendo, Inc.",crexendo,streaming,stock,['common'],,6.01,100,1,false,0,USD,-9.351432880844648,594116,59.92023928215354,0.1003,2.1384928716904326,0.0,Technology services,Technology Services,america,1.0,2.6844255999016804
83,NYSE:YELP,YELP,Yelp Inc.,yelp,streaming,stock,['common'],,31.03,100,1,false,0,USD,-9.215915740198943,2719572,14.03881825996471,2.2103,16.22147439268063,0.0,Technology services,Technology Services,america,2.038462,3.4990289953041303
84,NASDAQ:FTRE,FTRE,Fortrea Holdings Inc.,fortrea,streaming,stock,['common'],,6.58,100,1,false,0,USD,-9.116022099447516,1576440,,-11.4193,-283.9969063151523,0.0,Commercial services,Commercial Services,america,2.0,0.785200198556372
85,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,streaming,stock,['common'],,20.15,100,1,false,0,USD,-8.864767073722302,4188509,56.25348967057509,0.3582,335.23693803159176,0.0,Technology services,Technology Services,america,,1.195666959067057
86,NASDAQ:BWEN,BWEN,"Broadwind, Inc.",broadwind,streaming,stock,['common'],,2.38,100,1,false,0,USD,-8.812260536398467,244841,,-0.0325,-108.36550836550838,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.833601166846206
87,NYSE:NABL,NABL,"N-able, Inc.",n-able,streaming,stock,['common'],,7.48,100,1,false,0,USD,-8.780487804878035,1019387,488.8888888888889,0.0153,-91.14583333333333,0.0,Technology services,Technology Services,america,1.5,1.012206005713069
88,NYSE:SBDS,SBDS,"Solo Brands, Inc.",,streaming,stock,['common'],,8.14,100,1,false,0,USD,-8.744394618834074,24730,,-90.1496,-0.1919381530148361,0.0,Distribution services,Distribution Services,america,,1.3687181757803852
89,NYSE:DNA,DNA,"Ginkgo Bioworks Holdings, Inc.",ginkgo-bioworks,streaming,stock,['common'],,12.29,100,1,false,0,USD,-8.692421991084707,1967840,,-5.8544,67.53615473338657,0.0,Health services,Health Services,america,2.375,1.3838163582643048
90,NYSE:AHL,AHL,Aspen Insurance Holdings Limited,aspen-insurance-holdings,streaming,stock,['common'],,28.83,100,1,false,0,USD,-8.67912575229649,442241,,,,0.0,Finance,Finance,america,1.333333,2.6287770305895415
91,NASDAQ:AMPL,AMPL,"Amplitude, Inc.",amplitude,streaming,stock,['common'],,11.53,100,1,false,0,USD,-8.492063492063496,3469044,,-0.7498,-11.147346575748598,0.0,Technology services,Technology Services,america,1.45,2.261057074118453
92,NASDAQ:LIMN,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,streaming,stock,['common'],,4.42,100,1,false,0,USD,-8.488612836438927,323896,,-0.2868,-46.02851323828921,0.0,Health technology,Health Technology,america,,0.746345935959087
93,NASDAQ:ZYBT,ZYBT,Zhengye Biotechnology Holding Limited,zhengye-biotechnology-limited,streaming,stock,['common'],,5.21,100,1,false,0,USD,-8.435852372583486,11771,156.45645645645644,0.0333,-64.87341772151898,0.0,Health technology,Health Technology,america,,0.8294109357384442
94,NASDAQ:AFRM,AFRM,"Affirm Holdings, Inc.",affirm,streaming,stock,['common'],,72.33,100,1,false,0,USD,-8.396656534954403,9328618,,-0.2171,90.23743142368919,0.0,Finance,Finance,america,1.365385,1.8083444683503498
95,NASDAQ:CV,CV,"CapsoVision, Inc.",,streaming,stock,['common'],,3.93,100,1,false,0,USD,-8.39160839160839,120608,,,,0.0,Health technology,Health Technology,america,,1.7953122534586496
96,NASDAQ:ROMA,ROMA,Roma Green Finance Limited,roma-green-finance-limited,streaming,stock,['common'],,2.52,100,1,false,0,USD,-8.363636363636363,25929,,-0.2761,-285.61452513966486,0.0,Commercial services,Commercial Services,america,,0.20109306399938576
97,NYSE:FLUT,FLUT,Flutter Entertainment plc,flutter-entertainment,streaming,stock,['common'],,280.59,100,1,false,0,USD,-8.32489299833372,7318207,138.20805831937741,2.0302,,0.0,Consumer services,Consumer Services,america,1.19697,3.5179680737323715
98,NASDAQ:CNTY,CNTY,"Century Casinos, Inc.",century-casinos,streaming,stock,['common'],,2.21,100,1,false,0,USD,-8.298755186721998,49583,,-3.4541,-31.579749342882163,0.0,Consumer services,Consumer Services,america,1.0,0.6422593518987474
99,NASDAQ:ACFN,ACFN,"Acorn Energy, Inc.",acorn-energy,streaming,stock,['common'],,27.66,100,1,false,0,USD,-8.289124668435013,56986,9.736008447729672,2.841,1506.9004524886877,0.0,Electronic technology,Electronic Technology,america,,0.8382019827611568
100,NASDAQ:BBLG,BBLG,Bone Biologics Corp,bone-biologics,streaming,stock,['common'],,2.33,100,1,false,0,USD,-8.267716535433069,78671,,-23.2454,82.87959580485506,0.0,Health technology,Health Technology,america,,1.5579649873257289
101,NASDAQ:INMB,INMB,INmune Bio Inc.,inmune-bio,streaming,stock,['common'],,2.56,100,1,false,0,USD,-8.243727598566307,1319170,,-2.4955,-21.12313740717372,0.0,Health technology,Health Technology,america,1.5,0.3057444812178993
102,NASDAQ:MDB,MDB,"MongoDB, Inc.",mongodb,streaming,stock,['common'],,209.18,100,1,false,0,USD,-8.198016325814098,4183557,,-1.1506,59.06212196683982,0.0,Technology services,Technology Services,america,1.282051,1.7578595440829536
103,AMEX:AIM,AIM,AIM ImmunoTech Inc.,aim-immunotech,streaming,stock,['common'],,2.5,100,1,false,0,USD,-8.088235294117654,152121,,-24.798,60.99962254655259,0.0,Health technology,Health Technology,america,,0.17722554831851783
104,NYSE:LANV,LANV,Lanvin Group Holdings Limited,lanvin-limited-redeemable,streaming,stock,['common'],,2.17,100,1,false,0,USD,-8.050847457627116,33886,,-1.8318,-38.762214983713356,0.0,Consumer non-durables,Consumer Non-Durables,america,,0.20656678277386895
105,NASDAQ:FHTX,FHTX,Foghorn Therapeutics Inc.,foghorn-therapeutics,streaming,stock,['common'],,4.58,100,1,false,0,USD,-8.032128514056232,71553,,-1.2407,36.26322819274633,0.0,Health technology,Health Technology,america,1.0,0.574798146263326
106,NYSE:VHC,VHC,VirnetX Holding Corp,virnetx,streaming,stock,['common'],,15.5,100,1,false,0,USD,-8.011869436201788,9785,,-4.6121,40.077694626338214,0.0,Technology services,Technology Services,america,,0.5521884381842396
107,NASDAQ:WBD,WBD,"Warner Bros. Discovery, Inc. - Series A",warner-bros-discovery,streaming,stock,['common'],,10.91,100,1,false,0,USD,-8.010118043844852,62188486,36.12582781456954,0.302,,0.0,Consumer services,Consumer Services,america,1.464286,0.9929853846253593
108,NASDAQ:ATOM,ATOM,Atomera Incorporated,atomera,streaming,stock,['common'],,3.52,100,1,false,0,USD,-7.97385620915033,444251,,-0.6642,8.988764044943819,0.0,Commercial services,Commercial Services,america,1.0,0.8029471755029818
109,NASDAQ:WIX,WIX,Wix.com Ltd.,wix,streaming,stock,['common'],,122.85,100,1,false,0,USD,-7.970634504457273,2137137,44.21132184114873,2.7787,123.65582743077917,0.0,Technology services,Technology Services,america,1.222222,1.2180342085519327
110,NASDAQ:AGYS,AGYS,"Agilysys, Inc.",agilysys,streaming,stock,['common'],,103.75,100,1,false,0,USD,-7.9659363079925525,227153,209.51130856219712,0.4952,-86.29128256235639,0.0,Technology services,Technology Services,america,1.142857,0.9855140245709285
111,NASDAQ:CYRX,CYRX,"CryoPort, Inc.",cryoport,streaming,stock,['common'],,7.56,100,1,false,0,USD,-7.804878048780485,981896,5.6748236000600505,1.3322,,0.0,Transportation,Transportation,america,1.1,0.639871125950337
112,NASDAQ:EUDA,EUDA,Euda Health Holdings Limited,euda-health-limited,streaming,stock,['common'],,2.61,100,1,false,0,USD,-7.7738515901060135,83436,,,,0.0,Health services,Health Services,america,,0.8271308761425145
113,NASDAQ:RLAY,RLAY,"Relay Therapeutics, Inc.",relay-therapeutics,streaming,stock,['common'],,3.22,100,1,false,0,USD,-7.736389684813753,4399770,,-1.9488,22.767804066103906,0.0,Health technology,Health Technology,america,1.208333,1.7733099674096955
114,NASDAQ:AIHS,AIHS,Senmiao Technology Limited,,streaming,stock,['common'],,2.15,100,1,false,0,USD,-7.725321888412023,62646,,-0.3541,14.777376654632961,0.0,Finance,Finance,america,,0.9497274797883877
115,NASDAQ:RAIN,RAIN,"Rain Enhancement Technologies Holdco, Inc.",rain-enhancement-technologies-holdco,streaming,stock,['common'],,3.29,100,1,false,0,USD,-7.713884992987374,3960,,,,0.0,Finance,Finance,america,,0.9245855708615457
116,NASDAQ:RXST,RXST,"RxSight, Inc.",rxsight,streaming,stock,['common'],,7.19,100,1,false,0,USD,-7.702182284980739,1667112,,-0.7979,20.87465291550971,0.0,Electronic technology,Electronic Technology,america,2.045455,1.8851117947715919
117,NASDAQ:AGH,AGH,Aureus Greenway Holdings Inc.,aureus-greenway,streaming,stock,['common'],,2.64,100,1,false,0,USD,-7.6923076923076845,106374,,,,,Consumer services,Consumer Services,america,,0.08861645811578188
118,NYSE:SST,SST,"System1, Inc.",system1,streaming,stock,['common'],,5.44,100,1,false,0,USD,-7.64006791171476,62091,,-9.6604,56.526395845427594,0.0,Technology services,Technology Services,america,1.0,1.1775605222981858
119,NYSE:MBI,MBI,MBIA Inc.,mbia,streaming,stock,['common'],,5.83,100,1,false,0,USD,-7.606973058637077,475055,,-4.5878,66.83318272185072,0.0,Finance,Finance,america,1.666667,0.7792223342896702
120,NASDAQ:SCPH,SCPH,scPharmaceuticals Inc.,scpharmaceuticals,streaming,stock,['common'],,4.63,100,1,false,0,USD,-7.584830339321355,846492,,-1.8098,-16.012820512820515,0.0,Health technology,Health Technology,america,1.0,3.272621411922352
121,NASDAQ:ARTL,ARTL,"Artelo Biosciences, Inc.",artelo-biosciences,streaming,stock,['common'],,8.35,100,1,false,0,USD,-7.530454042081947,16530,,-17.9623,4.37344946177025,0.0,Health technology,Health Technology,america,1.0,0.07078595534703747
122,NASDAQ:APPS,APPS,"Digital Turbine, Inc.",digital-turbine,streaming,stock,['common'],,4.35,100,1,false,0,USD,-7.446808510638308,4928274,,-0.7754,82.00427033048645,0.0,Technology services,Technology Services,america,1.666667,0.8585436070435823
123,NASDAQ:RCKT,RCKT,"Rocket Pharmaceuticals, Inc.",rocket-pharmaceuticals,streaming,stock,['common'],,2.86,100,1,false,0,USD,-7.443365695792881,3238420,,-2.505,10.359634997316167,0.0,Health technology,Health Technology,america,1.588235,1.3664374502816086
124,NASDAQ:IMRX,IMRX,Immuneering Corporation,immuneering,streaming,stock,['common'],,3.25,100,1,false,0,USD,-7.407407407407401,347248,,-1.9688,-5.946295000807191,0.0,Health technology,Health Technology,america,1.166667,1.2729942206279408
125,NASDAQ:CARG,CARG,"CarGurus, Inc.",cargurus,streaming,stock,['common'],,29.11,100,1,false,0,USD,-7.322508755173514,2008030,23.451220494642712,1.2413,,0.0,Technology services,Technology Services,america,1.4,2.10912057078168
126,NASDAQ:NUKK,NUKK,Nukkleus Inc.,nukkleus,streaming,stock,['common'],,4.7,100,1,false,0,USD,-7.2978303747534525,234820,0.26126787183421163,17.9892,,0.0,Commercial services,Commercial Services,america,,0.9848150923898479
127,NASDAQ:HTZ,HTZ,"Hertz Global Holdings, Inc",hertz,streaming,stock,['common'],,5.56,100,1,false,0,USD,-7.178631051752932,8649780,,-8.2935,-212.9268384711165,0.0,Finance,Finance,america,2.35,1.271342862052822
128,NASDAQ:LSTA,LSTA,"Lisata Therapeutics, Inc.",lisata-therapeutics,streaming,stock,['common'],,2.6,100,1,false,0,USD,-7.142857142857134,26099,,-2.2317,12.946637540958031,0.0,Health technology,Health Technology,america,1.0,0.6377166425986606
129,NASDAQ:PRE,PRE,Prenetics Global Limited,prenetics-global-limited,streaming,stock,['common'],,7.42,100,1,false,0,USD,-7.133917396745935,32464,,-3.8024,30.701658465463826,0.0,Finance,Finance,america,1.0,0.8726576759414321
130,NYSE:EVH,EVH,"Evolent Health, Inc",evolent-health,streaming,stock,['common'],,9.0,100,1,false,0,USD,-7.120743034055723,6353495,,-1.6055,-71.39959432048681,0.0,Commercial services,Commercial Services,america,1.071429,3.32352743320743
131,AMEX:KNW,KNW,"Know Labs, Inc.",know-labs,streaming,stock,['common'],,2.22,100,1,false,0,USD,-7.112970711297067,417507,,-4.9722,42.75352307267202,0.0,Electronic technology,Electronic Technology,america,,1.1877153320241645
132,NYSE:SNOW,SNOW,Snowflake Inc.,snowflake,streaming,stock,['common'],,191.73,100,1,false,0,USD,-7.107558139534892,8615609,,-4.207,-49.96078990518285,0.0,Technology services,Technology Services,america,1.283019,2.0294708272706736
133,NASDAQ:PLUT,PLUT,Plutus Financial Group Limited,plutus-financial-limited,streaming,stock,['common'],,3.27,100,1,false,0,USD,-7.1022727272727275,17044,,,,,Finance,Finance,america,,0.3651617989853284
134,NASDAQ:TTAN,TTAN,"ServiceTitan, Inc.",servicetitan,streaming,stock,['common'],,102.31,100,1,false,0,USD,-7.079605830797877,1273218,,-3.5876,-62.42303513219848,0.0,Technology services,Technology Services,america,1.34375,2.050753663866383
135,NASDAQ:FGI,FGI,FGI Industries Ltd.,,streaming,stock,['common'],,3.89,100,1,false,0,USD,-7.066749486358647,246580,,-0.742,-337.06070287539933,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,3.662742490694602
136,NASDAQ:MCRB,MCRB,"Seres Therapeutics, Inc.",seres-therapeutics,streaming,stock,['common'],,14.21,100,1,false,0,USD,-7.063440156965325,105269,,-7.9184,66.55346613276564,0.0,Health technology,Health Technology,america,1.5,0.758301452002239
