,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:YORK,YORK,Yorkville Acquisition Corp.,yorkville-acquisition,delayed_streaming_900,stock,['common'],10949900.0,10.95,100,1,false,0,USD,-0.09124087591242301,155682,251849999.99999997,USD,,,,0.0,Finance,Finance,america,,1.0114757623816153
1,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,delayed_streaming_900,stock,['common'],7035.615544813873,12.6,100,1,false,0,USD,-6.38930163447252,393609,6230560052.005942,USD,,-0.3142,13.204419889502766,0.0,Health technology,Health Technology,america,,0.6609315597174793
2,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,delayed_streaming_900,stock,['common'],2350.0000000000005,16.17,100,1,false,0,USD,-4.262877442273528,12693403,2584774011.740675,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.5,0.851630016272306
3,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,delayed_streaming_900,stock,['common'],1869.086021505376,17.58,100,1,false,0,USD,-3.9344262295082095,38887650,5493297328.449179,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.9228046901035539
4,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,delayed_streaming_900,stock,['common'],1779.921626715631,13.92,100,1,false,0,USD,-1.3115916341722829,2171066,205191635.98723856,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,1.0,0.9815653524745568
5,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,delayed_streaming_900,stock,['common'],1759.3023255813953,15.99,100,1,false,0,USD,-2.914389799635693,24348713,5160812786.64481,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0625,0.6832409612411486
6,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,delayed_streaming_900,stock,['common'],1237.0,93.59,100,1,false,0,USD,2.6769061985737768,152081,519903331.6985189,USD,7.861865040363567,11.9043,,0.0,Health services,Health Services,america,1.0,0.6547381236933738
7,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,delayed_streaming_900,stock,['common'],1232.7868852459017,40.65,100,1,false,0,USD,0.4944375772558609,20340,248583448.7985167,USD,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.166667,1.2331009396786918
8,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,delayed_streaming_900,stock,['common'],1231.8840579710145,9.19,100,1,false,0,USD,8.37264150943395,1172539,271623076.4964622,USD,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,1.4130719693084952
9,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,delayed_streaming_900,stock,['common'],1128.6324786324788,28.75,100,1,false,0,USD,-0.7594062823610592,4872868,719339308.5088024,USD,80.98591549295774,0.355,814.9484536082474,0.0,Technology services,Technology Services,america,,1.7330345969737189
10,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,delayed_streaming_900,stock,['common'],1039.277721444557,142.41,100,1,false,0,USD,-6.272212715545611,1782150,4740301609.9634075,USD,48.1326258153919,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,2.236662106703147
11,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,delayed_streaming_900,stock,['common'],998.5915492957747,46.8,100,1,false,0,USD,-7.290015847860539,48637,1076108108.3999999,USD,,-0.1859,-7.023603914795634,0.0,Technology services,Technology Services,america,,0.9351129260803778
12,NYSE:OKLO,OKLO,Oklo Inc.,altc,delayed_streaming_900,stock,['common'],966.752246469833,83.1,100,1,false,0,USD,-1.1773100249732538,13409096,12148982100.185514,USD,,-5.399,-2987.16577540107,0.0,Producer manufacturing,Producer Manufacturing,america,1.464286,0.5789312141082432
