,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:SBET,SBET,"SharpLink Gaming, Inc.",sharplink-gaming,streaming,stock,['common'],259.4475138121547,9.21,100,1,false,0,USD,-71.6876729173071,41921579,1933147892.0,USD,,-9.083,98.90192283792561,0.0,Commercial services,Commercial Services,america,,7.21495959327335
1,NASDAQ:AIRO,AIRO,AIRO GROUP HOLDINGS INC,,streaming,stock,['common'],210.07751937984494,24.0,100,1,false,0,USD,-40.0,14710160,,USD,,,,,Electronic technology,Electronic Technology,america,,29065.718237502468
2,NASDAQ:AIHS,AIHS,Senmiao Technology Limited,senmiao-technology,streaming,stock,['common'],185.87288370802108,0.3821,10000,1,false,0,USD,-62.90291262135922,17754335,10833581.0,USD,,-0.3289,27.186185521363733,0.0,Finance,Finance,america,,3.437316820016492
3,NASDAQ:OP,OP,OceanPal Inc.,oceanpal,streaming,stock,['common'],185.16830809936792,1.61,100,1,false,0,USD,122.68326417704014,80272599,5426102.0,USD,,-2.64,-63.731084098238654,0.0,Transportation,Transportation,america,,11928.286822396618
4,NASDAQ:CHSN,CHSN,Chanson International Holding,chanson-international,streaming,stock,['common'],175.13756878439222,0.225,10000,1,false,0,USD,-59.09090909090909,15151525,15014839.0,USD,35.15625,0.0064,1180.0,0.0,Consumer non-durables,Consumer Non-Durables,america,,15.553644252408493
5,NASDAQ:RBNE,RBNE,Robin Energy Ltd.,robin-energy-ltd,streaming,stock,['common'],159.44204220331292,14.0,100,1,false,0,USD,317.91044776119406,101812521,7995552.199999999,USD,,,,0.0,Transportation,Transportation,america,,2256.6782368156823
6,NASDAQ:ENGS,ENGS,Energys Group Limited,energys-limited,streaming,stock,['common'],152.2058823529412,2.41,100,1,false,0,USD,-24.6875,3748707,34342500.0,USD,,,,0.0,Electronic technology,Electronic Technology,america,,12.416320739062334
7,NASDAQ:JZXN,JZXN,"Jiuzi Holdings, Inc.",jiuzi,streaming,stock,['common'],129.13385826771653,1.55,100,1,false,0,USD,-46.735395189003434,2240671,17067652.955326464,USD,,,,0.0,Retail trade,Retail Trade,america,,8.032057670110337
8,NASDAQ:KWM,KWM,"K Wave Media, Ltd.",k-wave-media-ltd,streaming,stock,['common'],124.90421455938699,2.9,100,1,false,0,USD,-50.5962521294719,2585771,371255705.0,USD,,-0.1751,-295.4241071428571,0.0,Finance,Finance,america,,0.18132849033524015
9,NASDAQ:CGTL,CGTL,Creative Global Technology Holdings Limited,creative-global-technology-limited,streaming,stock,['common'],117.21311475409836,1.26,100,1,false,0,USD,-31.147540983606557,28668599,27011250.0,USD,49.21875,0.0256,36.17021276595745,0.0,Distribution services,Distribution Services,america,,2.5881513767530198
