,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],13100.0,610.5,100,1,false,0,USD,-1.9434628975265056,27445,7944354393.339222,USD,,,,0.0,Health technology,Health Technology,america,,0.8297080528086728
1,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,streaming,stock,['common'],3020.342103392951,31.56,100,1,false,0,USD,20.1370384468976,2645137,456577775.1503616,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,,1.4213888544381899
2,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,streaming,stock,['common'],2475.0,17.51,100,1,false,0,USD,-7.69636267791248,60097648,2467220789.900897,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.0,1.537427452584905
3,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,streaming,stock,['common'],2053.9655172413795,124.93,100,1,false,0,USD,3.4445640473627646,140805,694000644.6523143,USD,10.494527187654882,11.9043,,0.0,Health services,Health Services,america,1.0,0.844386021829722
4,NASDAQ:BSGM,BSGM,"BioSig Technologies, Inc.",biosig-technologies,streaming,stock,['common'],1874.2857142857144,6.91,100,1,false,0,USD,3.134328358208954,970904,188605703.53283584,USD,,-0.6233,80.60249587651325,0.0,Health technology,Health Technology,america,1.0,0.7564990158307033
5,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,streaming,stock,['common'],1257.2649572649573,15.88,100,1,false,0,USD,-3.9322444041137343,49919822,4962091515.099818,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.7406316556569915
6,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,streaming,stock,['common'],1131.2206572769956,52.45,100,1,false,0,USD,-7.934000351061956,29585,1206022869.3500001,USD,,-0.2462,,0.0,Technology services,Technology Services,america,,0.48102327804722594
7,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,streaming,stock,['common'],1044.4497192693839,140.1,100,1,false,0,USD,6.783536585365859,983153,4663410078.996951,USD,47.35187751377294,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,0.9065503143340555
8,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,streaming,stock,['common'],1041.5094339622642,12.1,100,1,false,0,USD,-3.3546325878594248,93481076,3538557392.9073477,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.071429,1.6678533689796193
9,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,streaming,stock,['common'],1024.1758241758241,20.46,100,1,false,0,USD,0.09784735812132864,1731305,511919407.9784736,USD,57.633802816901415,0.355,814.9484536082474,0.0,Technology services,Technology Services,america,,0.5450740597129694
10,NASDAQ:PSIX,PSIX,"Power Solutions International, Inc.",power-solutions-international,streaming,stock,['common'],910.1960784313726,51.52,100,1,false,0,USD,3.060612122424487,228770,1185383470.9021804,USD,14.598622878354256,3.5291,172.98112623762376,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.8114462983016628
11,NASDAQ:AZ,AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,streaming,stock,['common'],893.6507936507937,9.39,100,1,false,0,USD,2.065217391304362,131133,329023058.57608694,USD,,-1.0767,-22.88290344670167,0.0,Finance,Finance,america,1.0,0.9060457634882901
12,NASDAQ:RCAT,RCAT,"Red Cat Holdings, Inc.",red-cat,streaming,stock,['common'],861.5384615384615,8.75,100,1,false,0,USD,3.7959667852906325,12017152,795508623.8137604,USD,,,,0.0,Technology services,Technology Services,america,1.0,1.2226295375481855
13,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,streaming,stock,['common'],858.6852316822643,4.2,100,1,false,0,USD,-0.47393364928908943,5746522,1366433684.92891,USD,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333,0.9933183370754837
14,NASDAQ:ATGL,ATGL,Alpha Technology Group Limited,alpha-technology-limited,streaming,stock,['common'],767.158671586716,25.85,100,1,false,0,USD,2.498017446471065,4875,394535609.6252974,USD,,-0.046,99.84849283305228,0.0,Technology services,Technology Services,america,,1.3745946708021994
15,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,streaming,stock,['common'],758.3333333333334,6.18,100,1,false,0,USD,1.3114754098360668,240044,156164651.89180326,USD,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,0.6081012100262576
16,AMEX:UAMY,UAMY,United States Antimony Corporation,united-states-antimony,streaming,stock,['common'],738.8888888888889,3.02,100,1,false,0,USD,-0.33003300330032304,2144387,359621947.8481848,USD,,-0.0085,84.40366972477064,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,0.4395464314112885
