,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],18559.574468085106,877.0,100,1,false,0,USD,18.356770763043535,35580,11412283198.322493,USD,,,,0.0,Health technology,Health Technology,america,,0.9305439680717236
1,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,streaming,stock,['common'],2366.764705882353,167.74,100,1,false,0,USD,1.402490629911753,132834,931012691.261879,USD,14.090706719420716,11.9043,,0.0,Health services,Health Services,america,1.0,0.9653142645359611
2,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,streaming,stock,['common'],1506.3829787234044,11.325,100,1,false,0,USD,-8.889782783588098,25671444,1595732561.1625102,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.0,0.5507800393866032
3,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,streaming,stock,['common'],1387.5014875014874,17.51,100,1,false,0,USD,-10.935910478128172,2805691,253316750.50813836,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,,1.0984906429282333
4,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,streaming,stock,['common'],1163.1455399061033,53.81,100,1,false,0,USD,-7.558838687510734,44781,1237294387.03,USD,,-0.2462,,0.0,Technology services,Technology Services,america,,0.7445457175444838
5,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,streaming,stock,['common'],1016.6407465007776,3.59,100,1,false,0,USD,-5.026455026455025,5675893,1167975508.232804,USD,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333,0.4906253226650568
6,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,streaming,stock,['common'],1003.3783783783782,16.33,100,1,false,0,USD,0.3687768899815533,68692234,4771483643.952673,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.45557072423867767
7,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,streaming,stock,['common'],1000.9090909090909,12.11,100,1,false,0,USD,-7.908745247148295,53912575,3515809925.7703424,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0,0.6809649818086639
8,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,streaming,stock,['common'],948.9256198347108,31.73,100,1,false,0,USD,-2.0376659462797164,17075,194035732.91200987,USD,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.25,1.0595718274899133
9,NASDAQ:PSIX,PSIX,"Power Solutions International, Inc.",power-solutions-international,streaming,stock,['common'],887.6456876456876,42.37,100,1,false,0,USD,2.9647630619684056,213935,974858264.9256378,USD,12.0058938539571,3.5291,172.98112623762376,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.7529301047453937
10,NASDAQ:AZ,AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,streaming,stock,['common'],831.3580246913581,9.43,100,1,false,0,USD,2.500000000000005,106806,330424647.75,USD,,-1.0767,-22.88290344670167,0.0,Finance,Finance,america,1.0,0.7130630077284209
11,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,streaming,stock,['common'],731.3968568790559,106.71,100,1,false,0,USD,-2.2354557947778395,1200205,3551980785.5722394,USD,36.0665156994626,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,1.3608155244344848
12,NASDAQ:SBET,SBET,"SharpLink Gaming, Inc.",sharplink-gaming,streaming,stock,['common'],623.6122117815767,76.7,100,1,false,0,USD,-3.1687918192147344,12245813,53582467.97500317,USD,,-9.083,98.90192283792561,0.0,Commercial services,Commercial Services,america,,1.4580045996306572
13,AMEX:UAMY,UAMY,United States Antimony Corporation,united-states-antimony,streaming,stock,['common'],591.4285714285713,2.42,100,1,false,0,USD,0.8333333333333341,1722865,285373589.4166667,USD,,-0.0085,84.40366972477064,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,0.7179914800280834
14,NASDAQ:ATGL,ATGL,Alpha Technology Group Limited,alpha-technology-limited,streaming,stock,['common'],586.6840731070496,26.3,100,1,false,0,USD,-1.8656716417910446,2733,401403733.3171642,USD,,-0.046,99.84849283305228,0.0,Technology services,Technology Services,america,,0.48133993201711905
15,NASDAQ:TOI,TOI,"The Oncology Institute, Inc.",the-oncology-institute,streaming,stock,['common'],578.8678442221749,3.19,100,1,false,0,USD,-0.6230529595015583,960460,284529204.83800626,USD,,-0.6963,13.856241494494617,0.0,Health services,Health Services,america,1.0,0.3971801803426122
16,NASDAQ:CURI,CURI,CuriosityStream Inc.,curiositystream,streaming,stock,['common'],543.3962264150944,6.82,100,1,false,0,USD,2.5563909774436078,567211,388264402.9413534,USD,,-0.1378,84.16637940939906,1.35338345864662,Consumer services,Consumer Services,america,1.0,1.027412098376061
17,NASDAQ:SMMT,SMMT,Summit Therapeutics Inc.,summit-therapeutics,streaming,stock,['common'],539.1228070175439,18.215,100,1,false,0,USD,-30.50362457077452,19850372,13527659890.41778,USD,,-0.3309,-99.69824984912495,0.0,Health technology,Health Technology,america,1.0,8.516160430816116
