,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:DGLY,DGLY,"Digital Ally, Inc.",,streaming,stock,['common'],13112.435233160622,2.5,100,1,false,0,USD,-99.01960784313727,2275176,425465406.0,USD,,-5855.52,65.07119951133848,0.0,Commercial services,Commercial Services,america,,2.8458377766923015
1,NASDAQ:QVCGA,QVCGA,"QVC Group, Inc. - Series A",qurate-retail,streaming,stock,['common'],6498.14323607427,3.99,100,1,false,0,USD,-98.39597989949749,257205,3741399325.0,USD,,-177.8965,-410.99273566018184,0.0,Consumer services,Consumer Services,america,,3.33857188172869
2,NASDAQ:QVCGB,QVCGB,"QVC Group, Inc. - Series B",qurate-retail,streaming,stock,['common'],4900.0,195.25,100,1,false,0,USD,-98.0,542,3741399325.0,USD,,-177.8965,-410.99273566018184,0.0,Consumer services,Consumer Services,america,,1.6478571776037363
3,NASDAQ:PMAX,PMAX,Powell Max Limited,powell-max-limited,streaming,stock,['common'],256.34743875278394,0.5099,10000,1,false,0,USD,57.37654320987654,367815713,7489548.117592593,USD,,-0.158,-353.6115569823435,0.0,Communications,Communications,america,,1148.6749516799512
4,NASDAQ:GDHG,GDHG,Golden Heaven Group Holdings Ltd.,,streaming,stock,['common'],207.18954248366012,1.87,100,1,false,0,USD,-59.34782608695651,2611509,7235543.0,USD,1.3277477989207611,1.4084,-78.59086417876415,0.0,Industrial services,Industrial Services,america,,20.302724512841245
5,NASDAQ:GORV,GORV,"Lazydays Holdings, Inc.",lazydays,streaming,stock,['common'],156.7251461988304,0.2881,10000,1,false,0,USD,54.64304884594742,253073404,31756041.31991412,USD,,-7.0639,26.174700054345557,0.0,Retail trade,Retail Trade,america,,13.190217790306576
6,NASDAQ:SZZL,SZZL,SIZZLE ACQUISITION CORP II,,streaming,stock,['common'],128.19472616632862,9.91,100,1,false,0,USD,-55.955555555555556,1451985,204146000.0,USD,,,,,Finance,Finance,america,,7.503445574394176
7,NASDAQ:BCAX,BCAX,Bicara Therapeutics Inc.,bicara-therapeutics,streaming,stock,['common'],100.76923076923077,9.27,100,1,false,0,USD,-40.80459770114943,7213720,505550759.2816091,USD,,,,0.0,Health technology,Health Technology,america,1.142857,11.461836513610626
8,NASDAQ:IMNN,IMNN,"Imunon, Inc.",celsion,streaming,stock,['common'],100.46391752577318,1.16,100,1,false,0,USD,179.18170878459688,413514649,7288590.0,USD,,-1.4064,30.500098833761612,0.0,Health technology,Health Technology,america,1.25,146.11226147620803
9,NASDAQ:SBET,SBET,"SharpLink Gaming, Inc.",sharplink-gaming,streaming,stock,['common'],93.0167597765363,6.72,100,1,false,0,USD,78.72340425531915,6065834,4694579.489361702,USD,,-9.083,98.90192283792561,0.0,Commercial services,Commercial Services,america,,51.319304319281486
