,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],11077.644710578843,560.0,100,1,false,0,USD,26.840317100792753,34268,7287204971.0,USD,,,,0.0,Health technology,Health Technology,america,,0.5139958421954168
1,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,streaming,stock,['common'],2599.890087277475,34.25,100,1,false,0,USD,-19.411764705882355,2353863,495493934.0,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,,1.0168083625520814
2,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,streaming,stock,['common'],2121.527777777778,159.95,100,1,false,0,USD,-1.1800321265291145,66468,890230351.0,USD,13.436321329267576,11.9043,,0.0,Health services,Health Services,america,1.0,0.36258166788221824
3,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,streaming,stock,['common'],1801.4285714285718,13.31,100,1,false,0,USD,10.27340513670257,88710866,1875426096.0,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.0,2.5514339662389536
4,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,streaming,stock,['common'],1493.2203389830509,18.8,100,1,false,0,USD,-1.2605042016806642,148871852,5493195733.999999,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.9955710898825656
5,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,streaming,stock,['common'],1238.2629107981222,57.01,100,1,false,0,USD,-12.00802592992747,87317,1310874428.6299999,USD,,-0.2462,,0.0,Technology services,Technology Services,america,,1.5562225196628663
6,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,streaming,stock,['common'],1198.148148148148,14.02,100,1,false,0,USD,1.1544011544011554,107968820,4070326853.9999995,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0,1.2564670721947118
7,NASDAQ:MNPR,MNPR,Monopar Therapeutics Inc.,monopar-therapeutics,streaming,stock,['common'],1079.5042422225922,35.45,100,1,false,0,USD,0.028216704288953492,14864,216784335.99999997,USD,,-3.9851,-51.31758809234509,0.0,Health technology,Health Technology,america,1.25,0.7665253669152287
8,NASDAQ:MVST,MVST,"Microvast Holdings, Inc.",microvast,streaming,stock,['common'],953.4674430915827,3.98,100,1,false,0,USD,12.112676056338033,14474406,1294858657.0,USD,,-0.4479,-37.90024630541873,0.0,Producer manufacturing,Producer Manufacturing,america,1.333333,0.8668809983889186
9,NASDAQ:PSIX,PSIX,"Power Solutions International, Inc.",power-solutions-international,streaming,stock,['common'],890.0255754475702,38.71,100,1,false,0,USD,2.4616199047114864,282799,890648127.0000001,USD,10.968802244198237,3.5291,172.98112623762376,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.7173979771740813
10,AMEX:UAMY,UAMY,United States Antimony Corporation,united-states-antimony,streaming,stock,['common'],874.201001155179,2.53,100,1,false,0,USD,-1.5564202334630364,1966308,298345101.0,USD,,-0.0085,84.40366972477064,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,0.536916482862104
11,NASDAQ:AZ,AZ,A2Z Cust2Mate Solutions Corp.,a2z-smart-technologies,streaming,stock,['common'],847.3684210526318,9.0,100,1,false,0,USD,-0.9900990099009885,139355,313982563.0,USD,,-1.0767,-22.88290344670167,0.0,Finance,Finance,america,1.0,0.5695021009725528
12,NASDAQ:SEZL,SEZL,Sezzle Inc.,sezzle,streaming,stock,['common'],842.9320046001006,105.31,100,1,false,0,USD,3.590399370450527,943941,3505379839.0000005,USD,35.59333491060263,2.9587,676.3579113093675,0.0,Technology services,Technology Services,america,1.0,0.6536865760603212
13,NASDAQ:EOSE,EOSE,"Eos Energy Enterprises, Inc.",eos-energy-enterprises,streaming,stock,['common'],811.4285714285714,6.38,100,1,false,0,USD,6.333333333333331,8818424,1452031699.0,USD,,-4.4203,-174.17814166976802,0.0,Producer manufacturing,Producer Manufacturing,america,1.571429,0.9499032121234826
14,NASDAQ:NNE,NNE,Nano Nuclear Energy Inc.,nano-nuclear-energy,streaming,stock,['common'],803.2745591939546,35.86,100,1,false,0,USD,30.068915487849107,19939986,1344795712.0000002,USD,,-0.9085,,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,8.425035657488513
15,NASDAQ:TSSI,TSSI,"TSS, Inc.",tss,streaming,stock,['common'],790.5405405405405,13.18,100,1,false,0,USD,7.591836734693875,2291325,329770175.0,USD,37.12676056338028,0.355,814.9484536082474,0.0,Technology services,Technology Services,america,,0.4253082862098824
16,AMEX:AREN,AREN,"The Arena Group Holdings, Inc.",the-arena,streaming,stock,['common'],692.9411764705883,6.74,100,1,false,0,USD,-13.589743589743586,759675,320560799.99999994,USD,120.35714285714286,0.056,,0.0,Technology services,Technology Services,america,,2.0234253080584628
17,NASDAQ:ATGL,ATGL,Alpha Technology Group Limited,alpha-technology-limited,streaming,stock,['common'],665.1428571428571,26.78,100,1,false,0,USD,1.7863930064614306,4974,408729755.0,USD,,-0.046,99.84849283305228,0.0,Technology services,Technology Services,america,,0.3523236787862045
18,NASDAQ:SMMT,SMMT,Summit Therapeutics Inc.,summit-therapeutics,streaming,stock,['common'],636.4672364672366,25.85,100,1,false,0,USD,0.31043849437330945,1759128,19197915209.0,USD,,-0.3309,-99.69824984912495,0.0,Health technology,Health Technology,america,1.0,0.658974001565015
19,NASDAQ:RCAT,RCAT,"Red Cat Holdings, Inc.",red-cat,streaming,stock,['common'],525.6880733944954,6.82,100,1,false,0,USD,1.337295690936105,4443766,620042143.0,USD,,,,0.0,Technology services,Technology Services,america,1.0,0.7996129842105907
20,NYSE:OKLO,OKLO,Oklo Inc.,altc,streaming,stock,['common'],506.3275434243175,48.87,100,1,false,0,USD,23.036253776435043,92503108,6802957985.000001,USD,,-5.2925,-2747.5737868934475,0.0,Producer manufacturing,Producer Manufacturing,america,1.3125,4.619239770587797
21,NASDAQ:RKLB,RKLB,"Rocket Lab USA, Inc.",,streaming,stock,['common'],498.11764705882354,25.42,100,1,false,0,USD,-1.5491866769945724,14249928,11729611734.0,USD,,-0.4128,-10.522088353413656,0.0,Electronic technology,Electronic Technology,america,1.34375,0.6460579164787157
22,NASDAQ:TOI,TOI,"The Oncology Institute, Inc.",the-oncology-institute,streaming,stock,['common'],495.6607495069033,3.02,100,1,false,0,USD,1.0033444816053445,2096060,269366202.0,USD,,-0.6963,13.856241494494617,0.0,Health services,Health Services,america,1.0,0.9239508807212676
23,NASDAQ:PLTR,PLTR,Palantir Technologies Inc.,palantir,streaming,stock,['common'],495.1254826254827,123.31,100,1,false,0,USD,0.8340829176547517,65905836,291001020406.0,USD,538.471615720524,0.229,80.74191002367797,0.0,Technology services,Technology Services,america,2.017857,0.7888556304567697
24,NASDAQ:ASTS,ASTS,"AST SpaceMobile, Inc.",ast-spacemobile,streaming,stock,['common'],476.43540669856463,24.095,100,1,false,0,USD,-1.2904547316673547,6939240,7907729166.0,USD,,-2.0026,-101.44854642390104,0.0,Communications,Communications,america,1.1875,0.5174549936546284
25,NASDAQ:CURI,CURI,CuriosityStream Inc.,curiositystream,streaming,stock,['common'],470.75471698113205,6.05,100,1,false,0,USD,-0.493421052631583,384215,344428105.00000006,USD,,-0.1378,84.16637940939906,1.48760330578512,Consumer services,Consumer Services,america,1.0,0.4927991540910737
26,NASDAQ:NAKA,NAKA,"Kindly MD, Inc.",kindly-md,streaming,stock,['common'],466.0,22.64,100,1,false,0,USD,-9.22213311948677,1667358,136341430.72,USD,,-0.7302,-153.45366192294338,0.0,Health services,Health Services,america,,0.1218129831670512
27,NASDAQ:LTBR,LTBR,Lightbridge Corporation,lightbridge,streaming,stock,['common'],448.7364620938628,15.2,100,1,false,0,USD,42.58911819887429,19607208,342580033.0,USD,,-0.8494,-25.98635419756749,0.0,Process industries,Process Industries,america,,18.244612745988405
28,AMEX:TGEN,TGEN,Tecogen Inc.,tecogen,streaming,stock,['common'],447.8146957246635,4.6,100,1,false,0,USD,-1.0752688172043163,561921,116239060.0,USD,,-0.1734,-2.3008849557522044,0.0,Producer manufacturing,Producer Manufacturing,america,,0.9620570919054626
29,NASDAQ:ETON,ETON,"Eton Pharmaceuticals, Inc.",eton-pharmaceuticals,streaming,stock,['common'],444.08129634715726,19.81,100,1,false,0,USD,-2.1728395061728456,271881,531255362.0,USD,,-0.1757,-619.8224852071006,0.0,Health technology,Health Technology,america,1.0,0.6931835333567216
