,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,NYSE:COSO,COSO,"CoastalSouth Bancshares, Inc.",coastalsouth-bancshares,streaming,stock,['common'],231.90549273021003,21.5,100,1,false,0,USD,2.8363705935810968,287099,220996788.80279332,USD,9.254476584022038,2.3232,11.799807507218485,0.0,Finance,Finance,america,
1,NASDAQ:RANG,RANG,Range Capital Acquisition Corp.,range-capital-acquisition,streaming,stock,['common'],82.67694236672575,10.22,100,1,false,0,USD,-0.19531249999999584,382447,163903250.0,USD,,,,0.0,Finance,Finance,america,
2,NASDAQ:NAMM,NAMM,Namib Minerals,,streaming,stock,['common'],69.3460744268255,10.96,100,1,false,0,USD,59.302325581395365,8137214,588304633.755814,USD,,-1.2433,-1339.0046296296296,0.0,Non-energy minerals,Non-Energy Minerals,america,
3,NASDAQ:NTRB,NTRB,Nutriband Inc.,nutriband,streaming,stock,['common'],53.56222569165562,10.72,100,1,false,0,USD,33.665835411471335,1780553,119572719.24189527,USD,,-0.8999,-17.29666319082378,0.0,Health technology,Health Technology,america,1.0
4,NASDAQ:RFAI,RFAI,RF Acquisition Corp II,rf-acquisition,streaming,stock,['common'],15.76321076484605,10.53,100,1,false,0,USD,-0.30674846625767693,101214,158081625.0,USD,49.76370510396975,0.2116,,0.0,Finance,Finance,america,
5,NYSE:CNC,CNC,Centene Corporation,centene,streaming,stock,['common'],15.323647633620768,33.78,100,1,false,0,USD,-40.37069726390114,93562265,16809029685.253662,USD,5.029480078613543,6.7164,33.41543840133487,0.0,Health services,Health Services,america,1.613636
6,NASDAQ:ALF,ALF,Centurion Acquisition Corp.,centurion-acquisition,streaming,stock,['common'],12.615805144725925,10.515,100,1,false,0,USD,-0.047528517110256706,25846,377882812.5,USD,35.0383205598134,0.3001,,0.0,Finance,Finance,america,
7,NASDAQ:EURK,EURK,Eureka Acquisition Corp,,streaming,stock,['common'],12.031376281223329,10.53,100,1,false,0,USD,1.0071942446043034,159287,80507114.99999999,USD,62.418494368701836,0.1687,,0.0,Finance,Finance,america,
8,AMEX:PTHS,PTHS,Channel Therapeutics Corporation,,streaming,stock,['common'],11.539926630727315,16.5,100,1,false,0,USD,-87.77777777777777,27871,8904397.5,USD,,,,0.0,Health technology,Health Technology,america,
9,NASDAQ:SDHI,SDHI,Siddhi Acquisition Corp,,streaming,stock,['common'],7.040579839828196,10.09,100,1,false,0,USD,-0.29644268774702925,314728,324897989.0326087,USD,,,,0.0,Finance,Finance,america,
10,NASDAQ:AIFE,AIFE,Aifeex Nexus Acquisition Corporation,shepherd-ave-capital-acquisition,streaming,stock,['common'],7.03816631130064,10.23,100,1,false,0,USD,0.39254170755643697,165045,112790865.00000003,USD,196.73076923076925,0.052,,0.0,Finance,Finance,america,
11,AMEX:GRAF,GRAF,Graf Global Corp.,graf-global,streaming,stock,['common'],6.1743050068242225,10.46,100,1,false,0,USD,-0.09551098376313072,34381,300725000.0,USD,40.37051331532227,0.2591,,0.0,Finance,Finance,america,
12,NYSE:JACS,JACS,Jackson Acquisition Company II,jackson-acquisition-company-ii,streaming,stock,['common'],5.75253948458221,10.33,100,1,false,0,USD,0.19398642095052931,241701,261673828.90397668,USD,,,,0.0,Finance,Finance,america,
13,NYSE:FC,FC,Franklin Covey Company,franklin-covey-company,streaming,stock,['common'],5.668844890028227,24.17,100,1,false,0,USD,0.2488593944421496,533601,313913304.4782249,USD,18.20578487496234,1.3276,7.864803379915503,0.0,Commercial services,Commercial Services,america,1.0
