,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:MFH,MFH,Mercurity Fintech Holding Inc. - American,mercurity-fintech-american,delayed_streaming_900,stock,['common'],328622648.0,USD,2.2,100,1,false,0,USD,-57.36434108527132,5700268,,-0.0949,53.503184713375795,0.0,Technology services,Technology Services,america,,23.079120006186532
1,NASDAQ:TWG,TWG,Top Wealth Group Holding Limited,top-wealth-limited,delayed_streaming_900,stock,['common'],539783997.0,USD,6.35,100,1,false,0,USD,-34.12187204683136,494894,,-0.0046,,0.0,Distribution services,Distribution Services,america,,11.3326873293642
2,NASDAQ:ATHR,ATHR,"Aether Holdings, Inc.",aether,delayed_streaming_900,stock,['common'],123553997.33000001,USD,10.21,100,1,false,0,USD,-21.82235834609494,232863,,-0.1102,-130.5439330543933,0.0,Technology services,Technology Services,america,,11.44925683549096
3,NYSE:BNED,BNED,"Barnes & Noble Education, Inc",barnes-and-noble-education,delayed_streaming_900,stock,['common'],302057621.460374,USD,8.87,100,1,false,0,USD,-21.01513802315228,2559008,,-56.6961,63.66659403757915,0.0,Retail trade,Retail Trade,america,,7.748922376268204
4,NASDAQ:CLRO,CLRO,"ClearOne, Inc.",,delayed_streaming_900,stock,['common'],11093333.333333336,USD,6.4,100,1,false,0,USD,-18.88466413181241,146354,,-6.1502,-504.44226044226036,0.0,Consumer durables,Consumer Durables,america,,0.9559516570137891
5,NASDAQ:BIVI,BIVI,BioVie Inc.,,delayed_streaming_900,stock,['common'],13575203.113952193,USD,7.31,100,1,false,0,USD,-18.73262923846581,107150,,-21.0395,78.12032029950082,0.0,Health technology,Health Technology,america,1.0,1.3166836039405887
6,NASDAQ:ASPS,ASPS,Altisource Portfolio Solutions S.A.,altisource,delayed_streaming_900,stock,['common'],137263942.5488697,USD,12.345,100,1,false,0,USD,-17.918882978723396,63040,,-8.1171,54.09191683822365,0.0,Finance,Finance,america,,1.502050308201471
7,NASDAQ:AEVA,AEVA,"Aeva Technologies, Inc.",aeva,delayed_streaming_900,stock,['common'],1461951631.1957805,USD,26.57,100,1,false,0,USD,-17.561278312131545,3607052,,-2.8215,10.383051708804478,0.0,Electronic technology,Electronic Technology,america,1.2,1.1957925814124266
8,NASDAQ:SONN,SONN,"Sonnet BioTherapeutics Holdings, Inc.",sonnet-biotherapeutics,delayed_streaming_900,stock,['common'],17163548.333333336,USD,5.15,100,1,false,0,USD,-16.666666666666657,1650025,,-12.831,69.65073868555129,0.0,Health technology,Health Technology,america,,0.1789239304832289
9,NYSE:PEW,PEW,GrabAGun Digital Holdings Inc.,,delayed_streaming_900,stock,['common'],177437504.17082915,USD,8.35,100,1,false,0,USD,-16.583416583416586,9505130,43.80902413431269,0.1906,,0.0,Retail trade,Retail Trade,america,,2.092169768285187
10,NASDAQ:RCAT,RCAT,"Red Cat Holdings, Inc.",red-cat,delayed_streaming_900,stock,['common'],926663180.5248446,USD,9.415,100,1,false,0,USD,-16.45962732919255,17380555,,,,0.0,Technology services,Technology Services,america,1.0,1.1870526604617029
11,NASDAQ:VWAV,VWAV,"VisionWave Holdings, Inc.",,delayed_streaming_900,stock,['common'],34749772.4862069,USD,2.435,100,1,false,0,USD,-16.034482758620687,260508,,-0.4182,-733.0677290836653,0.0,Technology services,Technology Services,america,,0.8453147475798943
12,NYSE:QS,QS,QuantumScape Corporation,quantumscape,delayed_streaming_900,stock,['common'],6997757760.893442,USD,12.52,100,1,false,0,USD,-14.480874316939897,130412456,,-0.9071,6.494175858158948,0.0,Producer manufacturing,Producer Manufacturing,america,2.142857,1.8091454398801645
