,ticker,name,description,logoid,update_mode,type,typespecs,relative_volume_10d_calc,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark
0,AMEX:AIRI,AIRI,Air Industries Group,air-industries,streaming,stock,['common'],728.3930688952429,3.78,100,1,false,0,USD,14.89361702127659,28378631,14228816.170212766,USD,,-0.4621,31.479833926453143,0.0,Electronic technology,Electronic Technology,america,1.0
1,NASDAQ:QTTB,QTTB,Q32 Bio Inc.,homology-medicines,streaming,stock,['common'],354.45748165100264,3.32,100,1,false,0,USD,119.86754966887416,59599438,18418399.0,USD,,-4.9453,84.78200662227201,0.0,Health technology,Health Technology,america,1.5
2,NASDAQ:COOT,COOT,Australian Oilseeds Holdings Limited,australian-oilseeds-limited,streaming,stock,['common'],255.04038530812642,0.6022,10000,1,false,0,USD,0.3666666666666633,9558021,16800499.784333333,USD,,,,0.0,Finance,Finance,america,
3,NASDAQ:ABVE,ABVE,Above Food Ingredients Inc.,above-food-ingredients,streaming,stock,['common'],224.20781676134865,1.55,100,1,false,0,USD,324.6575342465753,448528567,18685025.0,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,
4,NASDAQ:CPOP,CPOP,"Pop Culture Group Co., Ltd",pop-culture-group-co,streaming,stock,['common'],105.36972766337804,0.8999,10000,1,false,0,USD,29.482014388489226,22233002,13443643.649784174,USD,,-3.1349,-75.58530301333035,0.0,Commercial services,Commercial Services,america,
5,NASDAQ:DALN,DALN,DallasNews Corporation - Series A,dallasnews,streaming,stock,['common'],90.31394704200186,13.56,100,1,false,0,USD,208.8838268792711,4528829,23497484.0,USD,2.437270831835502,5.5636,,0.0,Consumer services,Consumer Services,america,
6,NASDAQ:TORO,TORO,Toro Corp.,toro,streaming,stock,['common'],75.16654317118815,2.96,100,1,false,0,USD,31.555555555555554,5133018,56517804.88,USD,6.33697281096125,0.4671,-94.23411635456912,0.0,Transportation,Transportation,america,
7,AMEX:SGN,SGN,"Signing Day Sports, Inc.",signing-day-sports,streaming,stock,['common'],61.38831363499647,1.23,100,1,false,0,USD,9.821428571428559,19920164,4794270.9375,USD,,-12.7143,47.50777208490048,0.0,Technology services,Technology Services,america,
8,NASDAQ:NTHI,NTHI,"NeOnc Technologies Holdings, Inc.",neonc-technologies,streaming,stock,['common'],51.2803289395988,4.88,100,1,false,0,USD,-18.052057094878258,4255334,92850662.0,USD,,,,0.0,Health technology,Health Technology,america,
9,NASDAQ:SNOA,SNOA,"Sonoma Pharmaceuticals, Inc.",sonoma-pharmaceuticals,streaming,stock,['common'],40.684118569993224,3.94,100,1,false,0,USD,23.124999999999993,821986,6472494.099999999,USD,,-3.0455,78.92066612217778,0.0,Health technology,Health Technology,america,1.0
