,ticker,name,description,logoid,update_mode,type,typespecs,market_cap_basicfundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
26,NASDAQ:LIMN,LIMN,"Liminatus Pharma, Inc.",liminatus-pharma,delayed_streaming_900,stock,['common'],,6.69,100,1,false,0,USD,-17.202970297029697,508491,,-0.2868,-46.02851323828921,0.0,Health technology,Health Technology,america,,0.30865234296161564
27,NASDAQ:PIII,PIII,P3 Health Partners Inc.,p3-health-partners,delayed_streaming_900,stock,['common'],,5.8,100,1,false,0,USD,-17.142857142857146,19862,,-50.1705,-101.00118988954459,0.0,Commercial services,Commercial Services,america,1.4,3.0579504865131173
28,AMEX:CVM,CVM,Cel-Sci Corporation,cel-sci,delayed_streaming_900,stock,['common'],,7.15,100,1,false,0,USD,-16.957026713124264,756938,,-12.2634,35.03385143511013,0.0,Health technology,Health Technology,america,,0.9878435696621833
29,NASDAQ:EXEL,EXEL,"Exelixis, Inc.",exelixis,delayed_streaming_900,stock,['common'],,36.94,100,1,false,0,USD,-16.78305924757829,15744267,17.717026378896882,2.085,78.54084603528003,0.0,Health technology,Health Technology,america,1.47619,5.960620817811778
30,NASDAQ:CRML,CRML,Critical Metals Corp.,critical-metals,delayed_streaming_900,stock,['common'],,3.38,100,1,false,0,USD,-16.7487684729064,5315883,,-1.9609,-195.8955786932247,0.0,Non-energy minerals,Non-Energy Minerals,america,,0.7347350255812558
31,NYSE:PERF,PERF,Perfect Corp.,perfect,delayed_streaming_900,stock,['common'],,2.05,100,1,false,0,USD,-16.32653061224491,761151,33.82838283828382,0.0606,9.386281588447659,0.0,Technology services,Technology Services,america,1.333333,2.9863920515739006
32,NASDAQ:LIDR,LIDR,"AEye, Inc.",aeye,delayed_streaming_900,stock,['common'],,3.4,100,1,false,0,USD,-16.049382716049383,30075510,,-3.5649,69.170298879203,0.0,Technology services,Technology Services,america,,0.3498136099074858
33,NYSE:QS,QS,QuantumScape Corporation,quantumscape,delayed_streaming_900,stock,['common'],,9.28,100,1,false,0,USD,-15.482695810564673,73325074,,-0.866,9.20528412665129,0.0,Producer manufacturing,Producer Manufacturing,america,2.142857,0.7979309797352756
34,NASDAQ:RNAZ,RNAZ,"TransCode Therapeutics, Inc.",transcode-therapeutics,delayed_streaming_900,stock,['common'],,11.76,100,1,false,0,USD,-15.334773218142553,80141,,-1057.408,99.44426306193687,0.0,Health technology,Health Technology,america,,0.16936000089602876
35,NASDAQ:FTFT,FTFT,Future FinTech Group Inc.,future-fintech,delayed_streaming_900,stock,['common'],,2.16,100,1,false,0,USD,-15.29411764705881,55469,,,,0.0,Finance,Finance,america,,0.10371486144645108
