,ticker,name,description,logoid,update_mode,type,typespecs,Perf.Y,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RGC,RGC,Regencell Bioscience Holdings Limited,regencell-bioscience,streaming,stock,['common'],20454.052527898322,19.31,100,1,false,0,USD,4.774823657080842,2591227,9548580654.809006,USD,,-0.3142,13.204419889502766,0.0,Health technology,Health Technology,america,,0.7217863301299617
1,NASDAQ:QUBT,QUBT,Quantum Computing Inc.,quantum-computing,streaming,stock,['common'],3020.967741935484,19.35,100,1,false,0,USD,-2.6659959758551186,15733920,3055584129.0165997,USD,,-0.4776,-39.97655334114889,0.0,Technology services,Technology Services,america,1.5,0.5786883481924662
2,NASDAQ:WW,WW,"WW International, Inc.",,streaming,stock,['common'],3014.173228346456,39.55,100,1,false,0,USD,-1.125000000000007,730499,3175085865.0,USD,,-0.8823,79.56266938454056,0.0,Consumer services,Consumer Services,america,,0.1479500664905319
3,NASDAQ:NUTX,NUTX,Nutex Health Inc.,nutex-health,streaming,stock,['common'],2640.159045725646,137.83,100,1,false,0,USD,9.623797025371834,350662,765661683.5765531,USD,11.578169232966241,11.9043,,0.0,Health services,Health Services,america,1.0,1.3266334928215184
4,NASDAQ:DFDV,DFDV,DeFi Development Corp.,janover,streaming,stock,['common'],2197.729570456843,20.22,100,1,false,0,USD,-12.505408913890093,2223854,298058557.7758546,USD,,-0.2584,51.42857142857142,0.0,Finance,Finance,america,1.0,1.177663967111363
5,NASDAQ:BSGM,BSGM,"BioSig Technologies, Inc.",biosig-technologies,streaming,stock,['common'],2167.567567567568,8.39,100,1,false,0,USD,-27.359307359307362,6296902,229001725.96190476,USD,,-0.6233,80.60249587651325,0.0,Health technology,Health Technology,america,1.0,7.204393318173019
6,NYSE:QBTS,QBTS,D-Wave Quantum Inc.,d-wave-quantum,streaming,stock,['common'],1327.6785714285713,15.99,100,1,false,0,USD,-4.594272076372323,37365711,4996463546.579356,USD,,-0.6043,-13.504883546205853,0.0,Electronic technology,Electronic Technology,america,1.0,0.8615506277508729
7,NASDAQ:RGTI,RGTI,"Rigetti Computing, Inc.",rigetti-computing-redeemable,streaming,stock,['common'],1238.0,13.38,100,1,false,0,USD,-2.690909090909085,37274337,3912883981.8632727,USD,,-0.6999,-33.51774132010682,0.0,Electronic technology,Electronic Technology,america,1.0625,0.9307741452557733
8,NASDAQ:AEVA,AEVA,"Aeva Technologies, Inc.",aeva,streaming,stock,['common'],1187.5536480686694,30.0,100,1,false,0,USD,-10.767400356930391,4731196,1650679268.887567,USD,,-2.8215,10.383051708804478,0.0,Electronic technology,Electronic Technology,america,1.2,1.1893184273573234
9,NASDAQ:DGNX,DGNX,Diginex Limited,diginex-limited,streaming,stock,['common'],1105.399061032864,51.35,100,1,false,0,USD,8.539420841259773,40881,1180729730.05,USD,,,,0.0,Technology services,Technology Services,america,,1.3790555994089906
