,ticker,name,description,logoid,update_mode,type,typespecs,Volatility.D,close,pricescale,minmov,fractional,minmove2,currency,change,volume,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:RYET,RYET,Ruanyun Edai Technology Inc.,ruanyun-edai-technology,streaming,stock,['common'],1248.0,1.9,100,1,false,0,USD,-90.60336300692384,12967822,682425080.88,USD,,,,0.0,Technology services,Technology Services,america,,28.22171587253916
1,NASDAQ:LBDKV,LBDKV,Liberty Broadband Corporation,,streaming,stock,['common'],676.2863260116948,90.65,100,1,false,0,USD,-86.97145649486907,1383,13601479104.0,USD,14.467426346196817,6.2658,5.7411907654920915,0.0,Communications,Communications,america,,
2,NASDAQ:EDHL,EDHL,Everbright Digital Holding Limited,everbright-digital-limited,streaming,stock,['common'],541.7910447761194,0.9129,100,1,false,0,USD,-78.76976744186047,17501261,,USD,,,,,Commercial services,Commercial Services,america,,4.293329297076858
3,NASDAQ:MSW,MSW,Ming Shing Group Holdings Limited,ming-shing-limited,streaming,stock,['common'],300.0,3.47,100,1,false,0,USD,-25.486911894178533,2770326,45023250.0,USD,,,,0.0,Industrial services,Industrial Services,america,,50.54186545039909
4,NASDAQ:TROO,TROO,"TROOPS, Inc.",troops,streaming,stock,['common'],298.4848484848485,1.34,10000,1,false,0,USD,106.15384615384616,92947980,73131603.0,USD,,-0.1312,-58.83777239709443,0.0,Finance,Finance,america,,9403.12196503723
5,NASDAQ:DARE,DARE,"Dare Bioscience, Inc.",dare-bioscience,streaming,stock,['common'],221.02649006622514,3.09,100,1,false,0,USD,22.86282306163021,71301174,27347692.998011924,USD,,,,0.0,Health technology,Health Technology,america,1.0,82.60438653350549
6,NASDAQ:PMN,PMN,ProMIS Neurosciences Inc.,promis-neurosciences,streaming,stock,['common'],199.90674418604652,0.52,10000,1,false,0,USD,33.19638013222303,97282313,16998379.512347564,USD,,-0.0423,94.9401913875598,0.0,Health technology,Health Technology,america,1.0,922.5392079324347
7,NASDAQ:SQFT,SQFT,"Presidio Property Trust, Inc.",presidio-property-trust-9375-series-d-cumulative-redeemable-perpetual-preferred-stock-001-par-value-per-share,streaming,stock,['common'],194.0347071583514,13.6,100,1,false,0,USD,166.14481409001954,51187392,6137524.0,USD,,-16.3848,-584.6140195208518,0.0,Finance,Finance,america,,2485.0540583840257
8,NASDAQ:SONN,SONN,"Sonnet BioTherapeutics Holdings, Inc.",sonnet-biotherapeutics,streaming,stock,['common'],181.61953727506426,9.64,100,1,false,0,USD,86.46034816247582,44529048,30518410.823984534,USD,,-12.831,69.65073868555129,0.0,Health technology,Health Technology,america,1.0,2.577437339627717
9,NASDAQ:IBG,IBG,Innovation Beverage Group Limited,innovation-beverage-limited,streaming,stock,['common'],156.22387788479008,1.03,10000,1,false,0,USD,74.57627118644069,81531513,9559569.05,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,,234.47083850024273
10,NASDAQ:TLPH,TLPH,"Talphera, Inc.",acelrx-pharmaceuticals,streaming,stock,['common'],108.1184210526316,0.4739,10000,1,false,0,USD,-8.86538461538462,14939524,9716591.334423078,USD,,-0.444,49.93798624422144,0.0,Health technology,Health Technology,america,1.0,241.51984518957647
11,NASDAQ:BMGL,BMGL,Basel Medical Group Ltd,basel-medical-ltd,streaming,stock,['common'],104.03587443946188,3.06,100,1,false,0,USD,36.00000000000001,32669311,57484395.0,USD,143.66197183098592,0.0213,-81.44599303135888,0.0,Health services,Health Services,america,,3.3926048543664318
12,NASDAQ:KAVL,KAVL,"Kaival Brands Innovations Group, Inc.",kaival-brands-innovations,streaming,stock,['common'],93.30188679245283,0.6799,10000,1,false,0,USD,29.38154138915319,20786617,7847611.516650809,USD,,-1.1628,59.46596019102729,0.0,Distribution services,Distribution Services,america,,534.5815877522573
13,AMEX:PHGE,PHGE,BiomX Inc.,biomx,streaming,stock,['common'],91.09081934846988,0.429,10000,1,false,0,USD,3.3734939759036173,53328973,11229637.351807227,USD,,-1.5084,72.09302325581396,0.0,Health technology,Health Technology,america,1.0,273.9225769866704
14,NASDAQ:INKT,INKT,"MiNK Therapeutics, Inc.",mink-therapeutics,streaming,stock,['common'],90.8685306365259,40.61,100,1,false,0,USD,-36.71497584541063,5039588,161857525.27053142,USD,,-2.5049,58.0031855142929,0.0,Health technology,Health Technology,america,1.5,1.0525421671062747
15,NASDAQ:ABVE,ABVE,Above Food Ingredients Inc.,above-food-ingredients,streaming,stock,['common'],89.0625,2.48,100,1,false,0,USD,-31.68044077134986,28892439,126955789.02479339,USD,,,,0.0,Consumer non-durables,Consumer Non-Durables,america,,0.3823205065345279
16,NASDAQ:BGL,BGL,Blue Gold Limited,,streaming,stock,['common'],86.34259259259262,27.85,100,1,false,0,USD,29.958002799813354,1121580,851423667.0111992,USD,420.06033182503774,0.0663,-62.68992684299381,0.0,Non-energy minerals,Non-Energy Minerals,america,,3.52256905894284
17,NASDAQ:SDST,SDST,Stardust Power Inc.,stardust-power,streaming,stock,['common'],86.04651162790698,0.4745,10000,1,false,0,USD,88.29365079365078,384586135,28848965.450396825,USD,,-0.7316,-124.1421568627451,0.0,Process industries,Process Industries,america,1.2,68.11443364649864
18,NASDAQ:JXG,JXG,JX Luxventure Group Inc.,jx-luxventure-limited,streaming,stock,['common'],84.76449275362317,0.96,100,1,false,0,USD,-5.873124816158453,250811,3879313.971958035,USD,0.44954343245141654,2.1355,6.349601593625495,0.0,Consumer non-durables,Consumer Non-Durables,america,,0.9209308337106121
19,NASDAQ:YHC,YHC,LQR House Inc.,lqr-house,streaming,stock,['common'],76.47058823529413,4.6,100,1,false,0,USD,76.9230769230769,42635054,4907446.307692307,USD,,-129.6442,85.61800101127781,0.0,Commercial services,Commercial Services,america,,38.48461524505151
20,NASDAQ:WKHS,WKHS,"Workhorse Group, Inc.",workhorse,streaming,stock,['common'],75.39682539682539,2.81,100,1,false,0,USD,-36.425339366515836,12129496,26619284.48642534,USD,,-45.1637,65.2947323932839,0.0,Consumer durables,Consumer Durables,america,,0.9319445742387201
21,NASDAQ:NCPL,NCPL,Netcapital Inc.,netcapital,streaming,stock,['common'],74.75247524752474,4.7,100,1,false,0,USD,-31.486880466472307,2611281,17646931.04956268,USD,,-16.9907,-261.573492796493,0.0,Commercial services,Commercial Services,america,,2.5114860954046576
22,NASDAQ:FTFT,FTFT,Future FinTech Group Inc.,future-fintech,streaming,stock,['common'],66.94915254237289,2.6,100,1,false,0,USD,-34.01015228426395,2310955,13005754.314720811,USD,,,,0.0,Finance,Finance,america,,0.23775153980298563
23,NASDAQ:HTOO,HTOO,Fusion Fuel Green PLC,fusion-fuel-green-plc,streaming,stock,['common'],66.68621700879766,3.96,100,1,false,0,USD,-30.33075299085152,579796,2743058.0502863997,USD,,-28.2436,,0.0,Process industries,Process Industries,america,,5.8339328634551455
24,NASDAQ:RAYA,RAYA,Erayak Power Solution Group Inc.,erayak-power-solution,streaming,stock,['common'],59.32203389830508,2.501,100,1,false,0,USD,-1.1462450592885343,2124618,112627381.75375494,USD,,-0.0721,-170.96456692913387,0.0,Producer manufacturing,Producer Manufacturing,america,,2.0808506362279626
25,NASDAQ:NEGG,NEGG,"Newegg Commerce, Inc.",newegg-commerce,streaming,stock,['common'],58.78748790712673,36.22,100,1,false,0,USD,-26.44191714053615,1980605,702537648.4569454,USD,,,,0.0,Retail trade,Retail Trade,america,,2.487209226686585
